,0
123,pues claudia quiere ayudar centro americana f arreglar desorden pais
124,amlo propuesto programas conjuntos usa recibe mayoria migrantes mexico pais paso apoyen paises expulsores migrantes mejoren economias gente
125,amlo propuesto programa conjunto usa recibe mayoria migrantes mexico pais paso apoyen paises expulsores migrantes mejorar economias gente
126,supone amlo iba arreglar pais dejo peor alch morena solo carita bonita voy jorge m
127,claudiagano claudia presidenta
128,claudia presidente
129,mainez quitarle votos claudia asi xoxhilt ma oportunidad
130,vamos claudia sheibaum
131,cree claudia arreglo importa mexicopor favor
132,critico propuesta claudia queremos ma escuelas si maestro ciudad hace falta maestro
133,mejor claudia ma racional unico podria ser segunda opcion maynez xochitl peor
134,vivo miedo gane claudia
135,contradicen claudio comparen resultados propuestas mainez queden dicen solo asi sabran mejor quedar ignorancia
136,vivo miedo gane claudia
137,siga morena anospero tampoco ayudan
138,tranqui sabemos ganara claudia
139,gane claudia continue morena echemos dictadura pri
140,vivo miedo constante gane mainez siga idiota amlo xochitl
141,miedo ver gente apoya claudia x weeey
142,peor seria ganara xochitl claudia
143,claudia
144,solo idea proyectos siguen ganan claudia plan c
145,justo mismo puede hacer claudia dar toda propuestas cumplir entonces votariamos
146,mainez quitarle votos claudia asi xoxhilt ma oportunidad
147,claudia presidenta
148,claudia presidenta
149,viva claudia
150,verdad interesa quie gane mejores propuestas xochitl maynez claudia verdad siento preparada ser presidenta
151,si claudia
152,claudia doctora cientifica premio nobel parte proyecto fisica ambiental nino jaja unica tres si proyecto politico nacion
153,jajaja creo interesa gobierne claudia verdad
154,claro razon debemos interesarnos lopez hablador
155,pues xochitl trae mismas idea pena vimos claudia maynez mejores
156,verdad gane claudia maynez lado
157,ma preparado maynez claudia va cambiar va ser amlo xoxitch prian siempre decepcionan
158,claro mejores propuestas sigo seguire diciendo claudia titere amlo
159,claudia colapsa
160,claudia si
161,claudia si
162,beca da papito amlo jsjs programa existia ma cambio nombre becas bienestar ayudas
163,uni amlo nunca dio beca
164,verdad punto vista estan buenas propuestas claudia bueno construir ma universidades si vemos punto casi ay muchas universidades
165,personal salud solo puedo decir reformas salud propusieron sheinbaum mainez mismo intentado ma aplica cada sexenio
166,realidad escuelas tiempo completo gran apoyo madres trabajadoras padre trabajadores dado ninos salian daban comer horas siesta
167,claudia hace aqui mero paises
168,mainez quitarle votos claudia asi xoxhilt ma oportunidad
169,equivocas prefieren gane claudia xochitl
170,si si votos dividen mainez xochitl mayo voto va ser claudia voten ma oportunidad sacar morena
171,menos morena
172,claudia ma
173,solo xk morena si votaba jsjs
174,claudia xo propone cosas seguras
175,propone mismo amlo neta late
176,claudia mismo pri
177,sinceramente quisiera siguiera andres manuel
178,ay pues si quieres entonces vota x claudia jajaja
179,existen amlo incremento
180,morena solo enfoca deberia gobernar igual amiga becada tenian dinero escuela priv esforzaba x mantener beca
181,maynez opcion ma razonable solo aporta nuevas propuestas universidades ademas certeza vinculacion grupos claudia
182,maynez buena opcion embargo tener precedente cargo claudia xochitl sabemos tiramos estaria bien tal vez proxima candidatura
183,pregunta claudia involucrada derrumbara kinder sigo
184,claudia maynez mejores xochicles
185,votar claudia votar narco gobierno convertir mexico venezuela cuba
186,sabias dea policia unidos afirma campana lopez obrador patrocinada narcos
187,claudia presidenta
188,creo necesitamos votar claudia f proxima maynez maynez todovia joven ojala proxima presi
189,claudia experiencia tirando metro colegios demas negar feminicidios pais
190,claudia dice maynez falta preparacion ma
191,claro si solo quiero intentar claudia pone ma viejita
192,claudia innovador solo idea amlo idea socialistas si habre sur ira mal impuestos
193,tal vez vimos mismo video segun entendi quiere retirar militar frontera sur claudia propuesta xochitl
194,lupi especifico dice propuesta retirar militar frontera aunque claudia dicho idealista innovador
195,menciono claudia quiere quitar militar sur leyo mal
196,vamos claudia sheinbaum
197,culpa porfirio diaz q bueno nadie quiere amlo
198,p dime pq cree alguno haria mejor hablo hizo mjr pq veniamos pena nieto tan claudia maynez ven prometedores
199,si votas claudia si votando viejito loco va ser va manejar
200,si si votas claudia amlo estaria controlando claudia solo seria titere mejor maynez
201,pues amlo cumplio sino toda mayoria propuestas campana mencionen presidente ultimos presidentes hizo tambien
202,amlo
203,maynez demas xochil sheinbauin peleando debate maynez noma viendo insultaban
204,claudia propone cosas realista vision ma clara panorama mexico
205,claudia
206,opinion maynez claudia propuestas agradan mejores opciones
207,ninguno hace va poner peor cosas va ser claudia
208,claudia trabajo digno biem pagado mujeres
209,maynez claudia convence ma maynez propone ma
210,claudia agarronel fbi bronco feisbok bronco investigeishon
211,primero mandamos obrador ecuador solobinos
212,cuestion mandar obrador final cuentas gusta proteger corruptos corruptos extranjeros moda ecuador pues mandelo
213,haber hizo ecuador imperdonable refiero si obrador protege corruptos solo pais si extranjero seria menos problematico nivel nacional internacional
214,habla corrupcion hijoles preguntale patron familia claudia
215,voy claudia
216,basicamente claudia xochitl atacandose maynez
217,mainez quitarle votos claudia asi xoxhilt ma oportunidad
218,claudia confio
219,claudia mejorcita
220,quitando claudia xochitl maynez mayor posibilidad ganar
221,claudia
222,viva claudia
223,marcelo ebrard morena si fuerte
224,claudia total apoyo
225,claudia vamos seguro
226,claudia presidenta
227,duda pesar voy votar claudia propuestas xochitl gustan ma
228,quitando claudia xochitl maynez mayor posibilidad ganar
229,claudia
230,claudia presidenta
231,viva claudia
232,marcelo ebrard morena si fuerte
233,claudia total apoyo
234,claudia vamos seguro
235,duda pesar voy votar claudia propuestas xochitl gustan ma
236,duda pesar voy votar claudia propuestas xochitl gustan ma
237,claudia voto
238,claudia claudia claudia viva claudia presidenta
239,justo asi propone claudia pues menciona inmigrantes harian si condiciones obligaran dice seguira planteando problema eu apoye
240,pues q propuso claudia solucione causa migracion involucrando eua
241,like claudia almo megwing photo
242,fuerte amlo mano fuerte permitir caravana maltraten pais mex mainez ve fuerte buen representante claudia sdo lugar dice buena fe
243,pues tambien claudia dijo q dejarian estudiar medicina ma persona gremio actual falto bastante chavo
244,doy ma claudia proyectos estan vuelvan largo plazo obtener resultados siempre cada nuevos presidentes cambium nunca sabremos si funciono
245,si gana claudia seguiria ahora si gana mainez riesgo ir peor mejorar si gana xochitl iriamos destino horrible
246,propuesta sheinbaun propuesta lopez hace ano viven pasado
247,claudia xochitl an hecho prometen ser presidentes chale
248,si gana claudia seguiria ahora si gana mainez riesgo ir peor mejorar si gana xochitl iriamos destino horrible
249,claudia xochitl an hecho prometen ser presidentes chale
250,oigan propuestas dar claudia hacen mismas dijo lopez ano medicamentos abrazos balazos aumento delincuencia estancias infantiles
251,correcto mismo q dijo amlo debate mismo decia jefa gobierno mismo desepsuono claudia u xochilt dio risa escudo ref
252,sistema salud salarios doctores maestro parada jamas aumento peor ahora vamos mantener paises qje pueden mantener gobernantes morena
253,exactamente gente va amlo claudia ayudas dan cuenta trabajo va salir dinero
254,seguimiento amlo negocio cerro mayoria estancias legales
255,senora robot amlo personal sexenio sido peor
256,aplaudo siga morena
257,votare claudia den like tambien votaran
258,claudi judia jamas votaria alguien crea dios
259,alguien sabe estan universidades sheibaun
260,maynez claudia sheinbaun xochitl
261,claudia convence
262,tambien claudia
263,apoyan sheinbaum
264,cuesta ma entender persona creyendo plane magicos claudia
265,asusta gane claudia cuesta creer pruebas sigan creyendo morena opcion
266,claudia
267,sheinbaum quiere hacer hizo amlo idea propias creo maynez mejores propuestas
268,pensativo sheinbaum amlo amlo apoya
269,meritos propios sheinbaum provoca sonrisa tan gris da asco
270,seguir modelo amlo va bien siga debe ser claudia
271,votar morena
272,cosa proponen cosas cumplan amlo si cumplio
273,claudia sheinbaum presidenta mexico
274,claudia mismo amlo inclusive peor
275,ok acuerdo claudia jamas
276,miro mejor maynez realmente esperaba ma claudia paso atacando prian solo decia hizo morena ano jefa xochitl pues hizo idea
277,jajajaja xq morena quiere arreglarlo regalando dinero
278,literal economia morena va suelo
279,explico asi si solo pocos tener banana banana ser valiosa si tener muchas banana banana servir si morena regalar banana banana ser valiosas si morena dar empleos
280,empleos ser valiosos si morena dar empleos vez banana economia aumentar si morena regalar banana banana acabaran tarde temprano
281,claudia narcocandidata andres narcopresidente
282,userclaudia narcocandidata andres narcopresidente
283,vamos claudia sheinbaum plan c maynez candidato misoginos x rico claudia pueblo voto masivo morena
284,claudia mexico pobreza igualitaria jajajaja
285,use palabra super disculpame respuestas mainez mejores realista posibles claudia quiere combatir narco organizacion paga lana
286,forzada ma opciones disponibles mujeres pudiendo marcelo morena pusieron claudia
287,hablas si estan ahora morena
288,alito morena marcos morena cada engana quiere
289,ovalle fernandez abel guerra americo villarreal interminable liston impresentables estan morena cada cree quiere
290,noo si cambium morena si si ganaria
291,claudia presidenta
292,va ganar claudia voto t
293,diferencia unica verdad cumpliria seria morena prian ma quisiera podria cumplir alcanzan ano pagar favores debe
294,maynez pena nieto dejo claro propuestas ano vivo miedo vamos claudia
295,gane claudia
296,si gana claudia sigue cabecita algodon
297,ma seguro claudia
298,parecio idea propone solucionar violencia domestica votemos claudia
299,maynez claudia mejores corruptos ratas
300,vivo miedo xochitl mainez amlo perdon claudia ganen
301,iba claudia propuestas estan monopolizadas ire xochitl creo dijo cosas asertivas ma proactivas
302,claudia causantes multiple murts mexico x mainez
303,claudia presidenta
304,claudia
305,resumen claudia xochitl peleando seguira amlo puros apoyos peleando regalando tarjetas maynez sonriendo
306,sabemos mejores propuestas claudia nueva presidenta
307,si gana maynez quitan beca vvs seguira beca claudia morena
308,claudia
309,encerio voten x mainez mejor opcion claudia ultima vez votaron alguien mainez paso pena nieto
310,viva claudia sheinbaum viva morena viva lata transformacion viva mexico
311,si gana claudia sigue cabecita algodon
312,ma seguro claudia
313,claudia total apoyo
314,sabemos mejores propuestas claudia nueva presidenta
315,claudia
316,encerio voten x mainez mejor opcion claudia ultima vez votaron alguien mainez paso pena nieto
317,claudia convence
318,veo encontra xochitl encara empiezan dar cuenta morena soluciona regalando dinero buenas estrategias
319,claudia quiere universidades maestro farmacias medicinas xochitl
320,claudia voto
321,tres ase ninguno vdd mejor prefiero morir quedar presidentes pendejos maynes claudia xohithil
322,salud shembaun quieres ma farmacias medicinas ma escuelas titulos ma seguridad sbrazos balazos seguro va claudia
323,morena claudia poder tener amlo detras claudia marioneta
324,voten vuelva suceder morena gano mayoria gente voto
325,sabemos va ganar asemos claudia amlo amlo mexico quiere
326,claudia salud noruegaque hizo amlo ano educacion amlo prometio universidades nuevas hizo empeoro sistema corrupcion
327,claudia primero salva mexico andes pensando ayudar paises digamos
328,voy morena quede claro xochitl buenas propuestas digital excelente futuro digital buena propuesta
329,claudia buenas malas programas centroamerica ayuda ayuda primero alos mexico deja andar queriendo ayudar paises ayudan ati
330,team claudia
331,claudia
332,vamos morena
333,pues tambien claudia dijo q dejarian estudiar medicina ma persona gremio actual falto bastante chavo
334,propuesta sheinbaun propuesta lopez hace ano viven pasado
335,claudia sheinbaun da ma confianza
336,si queda t valimos madres puede controlar pais solo partido van alla podemos dar nuevo listos
337,alguien ma vio bajaban minutos claudia mientras hablaba xochitl maynes tambien restaron
338,doy ma claudia proyectos estan vuelvan largo plazo obtener resultados siempre cada nuevos presidentes cambium nunca sabremos si funciono
339,claudia corruptos
340,mainez quitarle votos claudia asi xoxhilt ma oportunidad
341,claudia dijo mismo dijo amlo haria nunca hizo solo empeoro
342,ma claro votaremos claudia sheinbaum pardo
343,maynez preparado toda carga xochitl aliados corruptos mejorsita claudia
344,gente miedo maynez proximo penanieto literalmente claudia dijo amlo seguira siendo presidente solo pq amlo apoya layda
345,verdad propuesta cuanto mujeres vioentadas gusto claudia mejor sacar agresor
346,tres vale madres
347,claudia
348,claudia presidenta
349,claudia propone mismo funciono amlo campana implemento sirvio extremadamente socialista da miedo solo propone poblacion pobre quiere escuchar
350,duda pesar voy votar claudia propuestas xochitl gustan ma
351,marcelo ebrard morena si fuerte
352,claudia
353,parecio idea propone solucionar violencia domestica votemos claudia
354,maynez claudia sheinbaun xochitl
355,maynez claudia mejores corruptos ratas
356,vivo miedo xochitl mainez amlo perdon claudia ganen
357,iba claudia propuestas estan monopolizadas ire xochitl creo dijo cosas asertivas ma proactivas
358,claudia causantes multiple murts mexico x mainez
359,claudia confio
360,claudia
361,claudia xochitl an hecho prometen ser presidentes chale
362,resumen claudia xochitl peleando seguira amlo puros apoyos peleando regalando tarjetas maynez sonriendo
363,si gana maynez quitan beca vvs seguira beca claudia morena
364,si gana claudia seguiria ahora si gana mainez riesgo ir peor mejorar si gana xochitl iriamos destino horrible
365,cool va ganar claudia
366,si gana claudia sigue cabecita algodon
367,ma seguro claudia
368,basicamente claudia xochitl atacandose maynez
369,plan c si claudia representa bien venida mejores propuestas
370,xochil promesa claudia poseso viva morena
371,voten narco momia claudia morena apoyo xochitl
372,claudia menos peor maynes sandra cuevas apoyo
373,cochil sabe llama asi voto claudia sheinbaum pardo
374,amigo mecicanos voten morena si pasara voten manera inteligente
375,tambien preguntaron claudia abrto evito pregunta maynez tenia hablar dijo tenia miedo hablar salud publica mujeres decidan
376,alguien sabe estan universidades sheibaun
377,claudia
378,conocia maynez debate creo q mejor propuestas q claudia parese q escuchando peje xochitl preparada
379,maynez contesto bien solo peleaban morena mexico sirve
380,voy claudia
381,diferencia claudia k k propone asiendo xochitl solo seran palabras igual k prianistas k an pasado
382,hablara muertos claudia
383,mejor morena senora si
384,voy claudia
385,vi amlo vestido mujer pueden reelegir
386,claudia mejorcita
387,definitivamente adios morena
388,claudia vamos seguro
389,claudia mejor
390,entonces salud claudia seguira haciendo mismo amlo despues ano sigue funcionar dijo nuevo puuufff
391,claudia
392,preocupa habia preguntado claudia metro salio hacerse responsable caida do lineas creo haga responsable pais
393,claudia x mil
394,claudia quiere dar apoyos paises dienro mexicano
395,problema morena quiere carrera medicina cuba ano actualmente ano ma especialidad
396,claudia ba cumplir obrador
397,claudia quiere dar apoyos economicos solo propuesta
398,gustaron propuestas educacion xochitl claudia
399,claudia
400,honestamente claudia maynez buenas propuestas
401,solamente claudia
402,debate maynez claudia
403,humilde voto claudia
404,claudia presidente
405,favor quede claudia pura corrupcion va hacer claudia
406,fijaron maynes encontraron xochitl claudia dieron
407,morena morena morena morena morena morena
408,claudia
409,voto claudia
410,gane claudia
411,claudia noma hablo cdmx xochitl paso atacando claudia maynez puso sonreir debate
412,claudia seria presta nombre amlo gobernatura
413,tonces mejor siga amlo cualquiera
414,quedo claudia
415,claudia
416,claudia claudia claudia
417,xochitl claudia
418,excepto s sheibaum solo titere obrador nunca transformacion igual peor
419,claudia definitivamente
420,preocupa pensamientos precarios gente quiere votar claudia xochitl
421,claudia xotchitl maynez
422,xochiltl claudia maynezi love
423,xotchil claudia maynez
424,xochitl sheinbaum maynez
425,maynes claudia xochilth
426,amo
427,xochitl querras decir claudia ignoraba
428,amo
429,claudia xochitl maynezai lob you
430,morena
431,amo maynez
432,theo ingrid valio madres pais jajajaja
433,jajaa vrd va ah ganar maynez acuerdan ademas claudia xochil nelpanderista
434,xd da mucha risa agarran pelos xochitl claudia
435,maynes claudia maynes
436,xochitl claudia maynez
437,xochitl contestaba amynez x atacar claudia jajkjdkjakjhskhja
438,maynez bien disociado mientras xochitl claudia tiraban jajajajajajajjajajajajajajajaja
439,nooo amlo vayas
440,siii amlo vallas
441,claudia mismo
442,yooo amlo cacahuate
443,claudia va seguir amlo trabajando pais
444,pobrecitos realmente piensan andres bueno
445,amo amlo
446,jajajjaa postularon claudia
447,Emy nooo amlo vayas
448,amlo peor q
449,amlo igual che viejito
450,amlo peor tmb q dice jajajaja
451,a ir amlo
452,xochil debatir xochil echarle hate claudia jdksjdksjs
453,fin alguien dice literal hablaba ma segundos tirarle claudia nunca respondia preguntas
454,maynez haciendo duo claudia xdddddddd
455,bueno claudia dio propuestas solo decir segun obrador hizo bien
456,cree chismear claudia cress
457,jajajajajajajajajaja si igual mejor q claudia jajajajajajajajajaja solo mira q echo morena solo va destruir pais
458,pues si ademas claudia tiro xochitl er debate claudia tampoco respondia ala preguntas
459,claudia responder preguntas ahablar interesa nunca hablo danos provoca morena pais
460,usando mismas habilidades gano amlo
461,jajajaja xochitl mega fan claudia
462,amo humor maynez
463,amo
464,amo tan tierno maynez m olvido q agresor x
465,xochitl soltaba claudia
466,si pobresita claudicar
467,igual gano claudia evadiendo preguntas
468,amo amor
469,claudia
470,claudia
471,sii claudia
472,gano claudia fijate porcentaje xochitl gano paso tiradole claudia
473,xd obvio maynes trata quedarse primera impresion dio xochitl paso tirandole claudia
474,conteste chico decia claudia peor opcion
475,verdadero hombre nunca habla mal lopez obrador
476,gano claudia
477,gano claudia
478,unico capaz decidir encuestas claudia gano gran mayoria solo perdiendo
479,hecho si gano claudia
480,claudia
481,gano subio pagina morena
482,gano maynez claudia jajjajaj
483,si claudia
484,hablaba sheinbaum
485,sisisi gano claudita
486,claudia
487,jajjjajajsjjs ma completas propuestas amlo mostro logros pertenecen paso tirandole xochitl dejo datos inconclusos debate llevo maynez
488,gano claudia
489,salieron resultados claudia gano
490,claudia
491,claudia
492,claudia
493,claudia
494,claudia
495,claudia
496,claudia
497,claudia
498,claudia
499,claudia maynez
500,claudia
501,claudia
502,claudia
503,ovio claudia
504,claudia
505,maynez claudia
506,claudia
507,claudia obvio
508,claudia
509,claudiaaa
510,claudia
511,claudia
512,obviamente claudia
513,claudia
514,gano claudia
515,claudia
516,claudia
517,claudia
518,claudia
519,neta claudia lover vez mejor maynez
520,claudia
521,empate maynez claudia
522,claudia
523,doctora claudia
524,claudia
525,claudia
526,claudia
527,maynez xochitl claudia solo peleando unico hablaba tema decian
528,tambien claudia igualmente seguia juego xochitl
529,claudia
530,gano maynes porciento claudia porciento xochilt sabe cuanto
531,xochitl verdad ataca tambien refuta hechos mentiras dijo senalo administracion claudia comprobado
532,aunque rian gracias muestran claudia gano
533,claudia maynez respuestas buenas xochitl solo titere prian
534,gano claudia aunque quieran acaban decir gano claudia
535,claudia saco pasear xochitl maynez xd
536,empate claudia maynez xochitl dio verguenza solamente
537,si claudia
538,tres valieron madres
539,claudia xochitl maynezay lob you
540,seria claudia
541,chochil nininininini claudita propuestas maynez
542,claudia gobierno
543,viva claudia
544,maynez daba propuestas claudia hablaba exitos
545,mostro resultados poder sustentar nuevas propuestas da cuenta promesas vive debe ver resultados primero claudia
546,montse claudia quiere quitar constitucion hacer pais comunista venezuela constitucion dijo
547,xochitl claudia maynez
548,xochitl claudia maynez
549,hecho claudia intentando ignorar xochitl daba propuestas
550,claudia voto
551,claudia pelea solo maynez ase lk conviene
552,nunca dije claudia pelea solo dije maynez pelea
553,claudia xochitl maynez ai lob viu
554,claudia mejor opcion
555,si queremos terminar cuba venezuela claudia opcion definitivamente
556,seguro claudia tumbo tren vdd
557,no claudia
558,ninguna si xochilt gana siguientes elecciones podemos votar cambio si gana claudia proxima elecciones votamos tristemente
559,q claudia
560,claudiaaa
561,claudia unica mostro resultados metas problema
562,ok dice si candidatos malos puedes decirme claudia seria mala candidata
563,favor claudia
564,gran mayoria favor claudia
565,va ganar claudia problema visto ganada solo xq mismo amadisimo amlo
566,maynez xochitl toman juego debate unica ve seria debate claudia
567,ma cuerda claudia
568,mejor opcion claudia demas toman enserio aparte claudia ma apegada amlo podra seguir mismo proyectos mexico tan perdidos si ganara
569,mejor opcion claudia
570,xochitl perdio votos claudia si viene narc maynez i love you
571,vuelva amlo
572,claudia q ma toma enserio
573,q ve mejorsito claudia
574,claudia xochil tirandose hate maynez
575,malo seria ganara claudia quieren dar cuenra
576,claudia unica cuerda
577,claudia ma preparada mejor preparada maynes haciendo mismo samuel pena xochitl pues
578,claudia definitivamente mejor preparada significa mejor opcion solo fachada gobierno comunista
579,ma viva querras decir quiere poder llevarnos dictadura morena pueda hacer ciudadanos quieran
580,si oposicion si votamos xochilt gusta podemos votar alguien ma siguentes claudia tendriamos opcion votar siguientes
581,pues ultimos ano mejor presidente morena creo amlo quiera perder palabra lvdd ademas transas devuelven pueblo pues sabeeee
582,jajajajaj dijieron mismo gano amlo orita parecemos venezuela
583,punto quitar morena solo apoya pobres desquehacerados
584,igual estaria surrado si gana xochitl claudia jaja ninguno valen pena
585,jajaja pues claudia tambien estreso empezo decir corrupta
586,narcopartido morena
587,claudia jefa gobierno
588,visto ma meme agarran chongo xochitl claudia meme maynez
589,ganara claudia xochilt va llevar perdicion
590,chochilt pa casa maynes pa spotyfi claudia presidenta
591,claudia solo becas jajajaj
592,sheinbaum estudios ingenierias chocil nadamas carrera
593,rollo kakajaj maynez bien tierno xochitl claudia casi desgrenandose kakakajja
594,claudia xochitl maynezay lob you
595,xochitl claudia maynez
596,xochitl claudia maynez
597,claudia
598,claudia va ganar va ser primera presidenta mexico
599,xochitl claudia maynez
600,maynez recuerda broncoclaudia amlo xochitl ricardo anaya
601,claudia unica seria jajajaja
602,literal claudia jajajaja
603,claudia xochitl andaban peleando digo mejor partido tan solo ahi ma sano
604,serum xq tension do debate tension amlo anaya tension demas
605,xochilt claudia maynez
606,claudia pelo corto xochilt cola xochitl morena vdd
607,leyo camiseta tweet morena jaajajajajaj
608,segun vi decia verdadero hombre habla mal lopez obrador
609,verdadero hombre nunca habla mal lopez obrador
610,verdadero hombre nunca habla mal lopez obradortodo empezo meme alguien hizo camioneta xd
611,religion seguida gente malitala verdad da miedito realmente sheinbaum crea bueno partido q pertenese
612,jajjaja xochitl paso cundo dijo senora mentiras claudia jajjajaj
613,tristemente si solo sacarlo estancamiento morena mantiene hacen apoya estudian trabajan
614,pues razon si gana xochitl estariamos peor ahoray si gana maynez seria mejor xochitl si gana claudia estariamos hoy dia
615,podemos peor sexenio ma violento mexico xdd aclaro voy ningun partido definitivamente morena bien
616,prian pues estabamos peor morena realmente pues respeto opinion pues opinion xddd
617,subestimas claudia puede empeorar hacer ano menos mejorar pais pq culpa administraciones pasadas dicen siempre
618,perdio averigua bien ganara claudia
619,si buena claudia
620,mira literal si echa derecha creo si eche adelante mexico adelante claudia si f maynes buenos argumentos
621,claudia
622,echar adelante huevones claudia si va sector primario verdad requiere morena claudia apoyan menos peor candidata xochitl
623,p claudia mejor opcion mejor informada preparada
624,maynez mismo morena
625,janna sabes teoria morena seria mismo pri entonces
626,pues claudia haga presidenta xochitl vuelva primer mujer adopten maynez jajaja
627,amlo xochitl aunque tambien bien pndej lamentablemente mejor opcion mexico
628,claudia gane xochitl primera dama
629,claudia xochilt parecen comadres pelean jajaja maynez escuchando chisme
630,xochitl claudia maynez
631,claudia presidenta
