,0
71,claudia presdenta
72,claudia duda
73,claudia presidenta
74,claudia sheinbaum
75,claudia obviooo
76,obviamente claudia sheinbaum sacando
77,pregunta claudia votare
78,claudia morena
79,claudia sheinbaum
80,clau sheinbaun
81,claudia sheinbaum anda millon
82,claudia obvio
83,excelente precidenta claudia sheimbaum usted categoria licencia gobernar maravillosa felicidades
84,dona claudia ciento
85,dra claudia
86,si solo votas morena igual peor ellos quieres seguir vivir costillas si trabajan
87,cada mexas estan xochitl restante claudia
88,voto claudia
89,mil veces claudia prian representa peor existe mexico hace decadas
90,prian cada vez va pasando morena
91,pues morena privatizado nada mente prian seguirlo haciendo
92,partido preparacion claudia doctora toda vida ciencia y solo pega chicles silla
93,digas sandeces ver comentario educacion nota claudia
94,claudia presidenta
95,viva claudia sheinbaum
96,plan claudia
97,claudia futura presidenta
98,pues claudia sheinbaum
99,claudia claudia vamos morena pt verde
100,claudia vas ganar
101,claudia presidenta
102,claudia shenbau
103,vamos claudia
104,claudia presidenta
105,vamos claudia
106,niveles es claudia
107,claudia vamos
108,dra claudia
109,claudia presidenta
110,vamos claudia
111,claudia presidenta
112,viva morena
113,arriba adelante morena votar morena
114,amlo disfrace pago impuestos mes favor llegue aviso sat pagar
115,lencho pasos azotea ahi ban fifififis defenderlos viva vamos pueblo gente presidente andres manuel lopez obrador
116,viva amlo presidente
117,vamos apoyo doctora claudia sheinbaum
118,claudia entienden
119,morena es claudia
120,moren morena morena morena claudia claudi
121,claudia sheinbaum pardo familia apoyamos cancun
122,vamos claudia
123,vamos morena plan claudia
124,quieren morena mexico
125,huy voy dia va morena viva claudia
126,cartel caldero democracia claudia si democracia
127,vamos morena viva claudia
128,vamos claudia presidente
129,claudia presidente
130,claudia plan
131,vamos claudia
132,vamos morena
133,viva peje viva claudia sonrrian vamos ganar
134,entonses si estan defendiendo democracia quiere decir van votar morena verdad mas democratas visto
135,excelente viva democracia claudia sheinbaum
136,arriba morena
137,canada voto claudia sheinbaum
138,arriba morena
139,si canada voto claudia sheinbaum
140,claudia presidenta vrga
141,mexico tambien vamos votar claudia mejor opcion
142,habia tanta red social comentaba redes siempre comentado loo peor gobiernos prian estan morena
143,vive aqui luego apoyas morena
144,pues vez vivo lejos aun asi apoyo morena
145,puebla voto claudia sheinbaum
146,que xochiltl claudia nomas otro
147,amlo promovio reforma nuevo presidente presidenta pueda decidir organizacion presupuesto ano siguiente
148,digo va pasar claudia sheinbaum presidenta
149,claudia presidenta
150,sheinbaum cochilt random
151,claudia sheinbaum pardo presidenta
152,esperemos si claudia vaya aguanto mantener huevon
153,eso cogupta claudia cayo metro dejo cdmx inundara delincuencia
154,vamos claudia
155,lastima solo habra debate cara cara queria ver sheinbaum destroza xochilt recrear buenos momentos debates
156,claudia va acabar xochilt si nunca contesta cambia tema ustedes robaron mas
157,vamos claudia sheinbaum
158,toco votar primera vez claudia
159,dra claudia
160,voto claudia presidente mexico presidente voto extranjero
161,terminando escuela saber escribir hacen ricos pesos mas dice viejo amlo
162,claudia presidenta
163,siga transformacion
164,planc claudia sheinbaum presidenta
165,claudia mas
166,sheinbaum quienes
167,esperamos ansias ero octubre claudia sheinbaum pardo
168,vivo miami voy botar embajada morena
169,jajaja claaaaro inseguridad subio muchisimo sexenio fox amlo realmente bajo
170,morena solo apoyan pensiones adultos pero pueblo pagando pagando caro inmensa inseguridad carismo
171,vente vivir paraiso morena haces aya aca bueno vente verdad
172,invitamos vacaciones viajes carreteras mexico veas inseguridad vive morena gobierno
173,jajaja peor ciego quiere ver morena hecho expriistas manejan antojo gente cierto educado cuesta pobre amlover
174,si vives aqui mejor votes si parece morena goberno bien xq regresas
175,pib pip x si necesario mandar mexico x reino morena regresate ver si vdd asi
176,metas nino tan solo mande millon mil pesos ano pasado ano destinate mas paisanos si queremos amlo
177,nino creo dices si crees amlo mejor pais digo regresa vivir generes mas millones aqui
178,arde ay ardio ay nino x igual podemos mandar viva amlo aun arda ganaremos nuevo ay puedas hacer
179,senor vea verdadera situacion pais usted sabe vive paids vote morena favor
180,amlo redujo pobreza mexico
181,acuerdo datos inegi amlo tasa homicidios disminuyendo
182,acuerdo inegi administracion presidente amlo disminuyendo homicidios pais
183,guste amlo redujo pobreza mexico disminuyendo homicidios pais
184,acuerdo datos inegi amlo redujo pobreza mexico
185,siento amigo si gusta saber amlo redujo pobreza mexico verdad datos coneval inegi
186,acuerdo expertos tema economia inversiones administracion amlo mejoro economia pais va seguir creciend
187,si amo ami mexico
188,mejor bota morena vota xochitl
189,hijos sobrinos demas conocidos ciudadanos ano agarraron doble nacionalidad voto va morena
190,casi traicion patria ver acaban hermanos chiapas michoacan jalisco votar morena desgracia
191,morena tngo gaver
192,si realmente gusta morena regresas mexico mira diciendo respeto
193,voy doctora claudia sheinbaum
194,claudia sheinbaum presidenta
195,lleva aguanta si ofendo quejes si claudia ganara presidencia prian cavida
196,bien andan cobrando dinero da amlo
197,jajaja quieres argumente argumento igual dime tu cosas realizado porqueria morena becas
198,mismo digo van votar claudia
199,ojos dicen claudia jajaja
200,xochitl estan bien vestidos claudia jaja mira skin
201,pasas viendo mananeras vez mas alla narices vota comer morena
202,igual claudia va dar arrastrada nino
203,si andrea si
204,mejor morena cualquiera
205,mejor claudia
206,n mbre mijo si votar claudia llamas pensar imagino carencias cognitivas
207,asi es casualmente apoyan morena mas jodidos
208,correcto decirte unico respaldo fundamento mentiras obrador mananera
209,mismo pregunto dicen claudia
210,reves dicen claudia suenan dudosos siquiera estan seguros idea
211,claro gente trabaja seguro votan morena da dinero despues bolillo van dar
212,clara diferencia social q dicen xochil pa q dicen claudia simple vista
213,si junta primos tio tias mayate ara falta muchisimo alcanzar claudia
214,claudia votos aqui convencidos vender pais
215,jajaja jajaja enojes no politico morena ciudadano normal salvar mexico
216,diras politico morena pri daba pesos jugo argumentas vas convencer
217,vas perdiendo conmigo llevo pura familia morena
218,perra llama claudia sheinbaum jajajaja
219,basta ver like comentario like dice claudia saber ganara asi diferencia aqui habra urnas
220,si voy claudia morena
221,vale madres
222,vivo arizona ire consulado votar claudia
223,denver tambien votare claudia
224,buen gallo cualquier gallinero digas regresare votare claudia soporta
225,entonces regresa mexico si morena poder
226,pues valiste si mayoria mexicanos va claudia
227,si claro jajajaa si estudios carrera terminada claudia igual
228,mexico huele manada jaja madres
229,jajaja vas ir sola xk pueblo claudia
230,vamos doctora claudia
231,ignorantes jovenes sufrido crisis ocasionadas partidos postulan sochil ahora si padres si aun asi votaran jodid
232,eh morena pri supuesto memoria ir vas seguir votando bartlett ovalle eruviel
233,presidencia claudia
234,deberias tambien hacerlo lugar esperar morena mantenga
235,confundas claudia presidencia mexico vamos xochitl
236,co rri ente hahhaha seguro morena
237,confundiendo morena
238,confundes senor unicos pagan vender pais morena vete formar alla
239,luego luego va votar claudia
240,voy claudia
241,osea morena
242,asi dice claudia buena altura
243,claudia sheinbaum presidenta
244,claudia ganadora
245,digas pendejadas digo q mejor morena si q estupida cerda q pedir mejor candidato
246,viva claudia
247,mismo pregunto pasa dicen claudia
248,claudia sheinbum
249,claudia soporten jaja
250,doctora claudia
251,subieron dije claudia
252,mas claudia sii suerte mexicanos estan arrepintiendose haber votado gobierno ta
253,increible despues dejado gobierno kks transformacion gente siga apoyando definitivamente puro
254,creen shitbaum sabe economia temas fiscales obrador y economicamente todavia mejor lol
255,vamos claudia viva morena
256,claudia morena
257,claudia presidente mexico amen
258,viva claudia plan
259,miedo tantos van morena
260,pues bien si quieres tener fe criterio personal claudia parece candidata mas preparada xochitl
261,empezando morena
262,trata opciones trata salvar constitucion libertados libertad voto libertad trabajar quieras etc morena quiere gobierno autoritario mas grav
263,oposicion quitar morena segundo lugar xochitl asi hacer voto inteligente xochitl
264,jajaajaj acaso decian amlo iba llevar quiebra mexico raro economia sigue creciendo mejor estudia enganes tik tok informaciones falsas
265,bruh literal gracias morena madre viva medicamentos cuesta pesos solo bote gracias morena salen gratis apoyo operacion etnia gratis dios q viva mor
266,esten comprados realmente vean cambio pais entro morena goberno pri solo vendieron robaron ademas informense bien
267,se neta cabeza sienten votan morena dan dinero realidad votamos si preocupan pais
268,si voy morena
269,da mas miedo pierda morena
270,perdon xochitl bien mensa hablar sabe maynes va ganar nadie conoce aunque claudia gran opcion pues tampoco peor
271,miedo miedo jajajaja morena
272,val araujo miedo tantos van morena
273,puro chaito puro nini votan morena
274,morena unica opcion
275,mello yo morena
276,morena gana
277,checate plan veras morena perdicion
278,caer comunismo unico morena metiendo mano ahorros afore
279,pais verga pendejete probablemente votarias claudia hecho tener beca pobreza
280,si afectaron mexico apoyaron partido afecto estan morena asi seria ignorante parte gente votar morena
281,solo fanatismo ponen razonas bien claro morena hecho mal seguridad suelos
282,vives burbuja sabe ganara morena solo ganara elecciones duraran mas anos poder
283,jajajajaja da pena personas apoyan xochitl historial siguele diciendo adios privilegios morena sigue
284,mas nesecitados van votar morena regalan becas bien compraditos
285,miedo creas da miedo votar morena informate
286,miedo voten morena
287,dicen morena estan conformes dinerito ninis escuelas universidades
288,hacer fila pedazo pan viva morena
289,fijas facha dicen morena ponga leer cuanto falta
290,morena va ganar
291,debesite tener miedo tantos anos prian q hicieron pobres abuelos padres ahora
292,val araujo apoyos sociales da morena estudian menos trabajan
293,mas probable gane morena pri quemado presidentes inutiles
294,privilegiada jajaja adaptaste pensamiento padres dinero
295,miedo gane prian si dieron rienda suelta narcotrafico matan candidatos morena
296,digo dicen anos morena poder puedes votar quieras obligo
297,morena mejor partido amlo mejor presidente comparacion pri pan mil veces morena
298,si amlo pudo puede tambien sheubaun ademas experiencia doctora asi claudia presidenta
299,ntp morena xochitl
300,pues claro jajaja morena beca pal pisto
301,si da miedo vote amlo mira rl sexenio mas violento arrepiento
302,dime razones explica votarias morena si pri
303,q votan morena pasa despierten vean pais
304,piensas amlo jajajjajajjajajajajajja jajajjajajaja
305,morena quiere quitar ine propiedad privada cambiar constitucion para mantenerse poder socialismo comunismo misma receta venezuela cubate invito leer eso
306,morena tampoco
307,morena mijo factores
308,sabes dices primero lee inv leer nuevo constitucion propone morena articulos luego opinas
309,exactamente hizo pri anos malo amlo buscar mejorar ley pueblo
310,devaluando amlo haciendo nda
311,aun asi alcanza madres asi subio sueldo tambien impuestos inflacion
312,verdad igual prefiero futuro caro entonces viva morena
313,sirve dolar si jitomate pesos debe programas federales incentivos agricolas quito amlo gobierno abandono sector agricola
314,pues creo vayan evitar morena tendra control total meses solo ocupa poblacion demas sobra
315,ser pariente andrea legarreta
316,jajajajaja wey cree gracias amlo
317,morena debe ser sacado mexico son socialista
318,aun ancianos dan pension pesos diarios amlo dijo apoyaria abandono completo
319,pues si mas hacen nadamas dan pesos callarles boca construido sirve pura gente sesos vota morena
320,cada dia peor tanta inseguridad cosas super caras paso si gana morena vamos terminar venezuela fin gente quiere ver realidad prefieren vivirlo
321,siempre van subir precios si haz visto cosas suben leve sexenio pena subio locamente morena aumento salarios mas ademas dar trabajos
322,jajajaja dolar bajando ver amlo solo inversion extranjera hace peso mantenga
323,depende amlo wey
324,muchacha dijo a votan morena vean pais respondiste con dolar bajando por si olvido
325,puro escuncle sabe bien politica jajajaja saben culpa amblo
326,escuchado inflacion global inflacion mundo culpa amlo neta pasan
327,votarian morena estan dentro programa jovenes construyendo futuro raro jovenes pueden trabajar ningun problema
328,huevo morena
329,q dijeron morena estan dando becas ahi mantienen
330,mentira q dice morena bueno cada sabe va votar dios mexico libre
331,jajajajaja gracias seguire morena
332,economia mexicana subiendo bastante empresarios estan invirtiendo peso etc creeme mil argumentos mejor morena
333,hace anos gobierna calderon apoco culpa muerte miles ninos cancer tratamientos amlo
334,vacunas agua ninos cancer cargo entonces javier duarte haciendo ahora javier duarte pidiendo votes morena
335,linea usuarios llevaban meses denunciando falta mantenimiento habian informado propia claudia contrato empresa extranjera noruega determinar causa caida
336,conclusion llego empresaque falta mantenimiento contribuyo caida hizo claudia descalifico empresa misma contrato construyo admstrcion ebrard
337,esposo claudia carlos imaz recibio lanota carlos ahumada financiar campanas politicas videos hay
338,si apostamos educacion pais saldra adelante prueba pisa realizada gobierno amlo demostro retroceso ninos ciencias espanol matematicas
339,paises mas importaciones pues si uds hicieron tratado libre comercio amlo sabia pais recibia entiendo porq acepta ineptitud sistema salud
340,michoacan ex gobernador silviano quitado miseria tierras campesinos sembrar aguacate habia problema sequia desviaba mucha
341,colegio rebsamen helloo cuantos ninos fallecieron y claudia valio mdrs vez clausurarlo salvar vida ninos sabia infraestructura mal llego terremoto
342,mira si bueno abuela bien ojala siga bien medicinas dices realidad otra empeoro morena tristemente
343,amlo haciendo cosas bien creeme si interes robar podria reelegir gana super facil hizo
344,creeme estan cosas bien parece realidad otra morena destruyo menos funcionaba servia gente
345,crees sacado dinero apoyitos aparte erario publico mas bien qn chingando das cuenta morena
346,pues chingado chingo nada argumentos volada vas insultos prejuicios imagino regalan dinerito votas morena
347,problema sabes informas solo ves mananeras datos amlo cositas buenas contadas suuuuperr bien jajaja
348,https www eleconomista com mx amp politica gobierno de amlo invierte menos en aprendizaje y permanencia educativa para darselo a las becas mexicanos primero html
349,dicen ser nuevos esperanza pasan mintiendo datos siempre asi morena ahora mintio cifras aumentaron desaparecidos disminuyeron feminicidios
350,unico hiciste fue es fox robaron corrupcion mejor responderme pregunte fideicomisos esposo c hijos amlo medicinas quimios
351,si sabes tambien ganan propio dinero hijos amlo toro mundo
352,incluso ex gobernador silviano helicoptero dije muchisimas propiedades inclusive robando agua aguacateras
353,entiendes juego democracia si gana claudia numero mentiras dice increible
354,si bien quejas pri calidad moral haces si peor pri ahora morena sorpresa mentira
355,nunca respondiste nada medicinas educacion esposo cludia colegio linea pruebas corrupcion morena solo contestaste mismo es pri
356,pues ahora si cada sabe motivo votos agradezco apoyo amlo clara brugada gracias oportunidad brindaron empleo estudios
357,basicamente dicen morena beca mil pesos mejor pongan trabajar
358,educacion prueba pisa demostro retraso educacion ninos cn morena morena importa educacion importa sacar gente pobreza crezca prospere
359,jajajaja vamos clauda voto masivo
360,si acuerdo contigo claudia mentirosa dice respeto voto
361,pues prian peor asi voto morena
362,mismo pais antes vota morena
363,vamos morena
364,disculpa razon entrara amlo mexico paraiso disculpa nuevo
365,debate presidencial papearon maynez claudia hecho misma jodio
366,votan xochitl ven dejaron morena
367,no despierta tu pri dejo pais amlo levantando
368,pais asi culpa prian siempre presidentes morena noto cambio mejor prian
369,informate tu simplemente segundo mundo sexenio morena cosa nunca paso pri pesar pandemia
370,desperte dia deje votar prian comence votar morena claudia presidenta
371,pues van votar morena jajajaja
372,respeto pais acabando gobierno hace anos gobernado cdmx gente lopez obrador trasporte mal igual q servicios medicos agua toda contaminada
373,esque morena regala dinero van morena vayan ver sector salud mal medicamentos si cirugia piden instrumentos ocupan
374,efectivamente despertamos padres abuelos votaban poreso dejaron mas anos prian ahora resulta quieres cambio solo anos
375,votaremos morena vimos prian hace mexico
376,puro mantenido morena
377,puro mantenido morena
378,devaluando amlo haciendo nda
379,exactamente hizo pri anos malo amlo buscar mejorar ley pueblo
380,gente apoya morena amlo mejor presidente mexico obvio va hacer ala perfeccion mayoria gente apoya
381,jajajaja votar morena mejor opcion anos historia respaldan afirmacion
382,veo mejor nunca voto morena imagino quieres regrese calderon pena extranjero
383,cuantas veces gano morena
384,votan morena si ven pobres describe amlo
385,jajaja mayoria test blanca si moreno jaja
386,maynez morena tmbson aliados
387,morena dio beca debo vida obviamente morena
388,si sabes saca morena dinero darlo becas desconozco si promedio alto escaso recurso unicos si deberian darles resto merece
389,p ndeja dices nmms beca bien gane gane va seguir beca pais mal gracias morena prian demosle oportunidad maynez dimos obrador
390,becas siempre existido muchisimo morena estudiante siquiera existia morena beca prepa universidad pti
391,siempre promedio esforzaba chingo nunca toco beca pri gracias morena uni si toco derecho
392,ex gobiernos robaban dinero pensiones becas morena dando doble
393,impuestos padres
394,pedo banda dice prefiere quedarse morena solo apoyo comprar voto dinero cada fin semestre hace mmd corriganme si equivocado
395,responderle chico haciendo quieres el lo vuelvo repetir especifico morena ayudo entonces viene comentario demeritar agradece captas
396,chico especifico morena dio ayuda cierto gracias gobierno estan ayudas decir debes derecho demeritas hizo gobierno actual
397,morena da becas hacer nada
398,beca bro aun asi voy votar morena ayudo pais la zona mas pobre
399,aqui ejemplo futuro mantenidos morena
400,morena ven estanos
401,gran honor obrador
402,jajja xochitl nmms quejan morena prian siempre gobierno peor
403,morena becados
404,bueno gobierno amlo jodido recibe becas
405,si sabe cierre ocico apoyo amlo recibo beca trabajando
406,digas bien claudia
407,vivimos oaxaca apoyar morena
408,dicen morena bien
409,empieza m morena
410,exacto morena mejor
411,mexico acento claudia
412,mexico morena
413,mexico morena
414,morena mierrrrrrr d
415,morena mierrr opacos r ridiculos escorias mas animales
416,si saben morena casi todas empresas van ir banca rota ensambladoras van ir mexico
417,dijieron amlo hahah aqui siguen
418,segun quien entendido parte importante empresarios mexico reunio claudia
419,jajajaja digas tonterias mexico fuerte aspectos gracias morena siga ta transformacion
420,amenaza desafuero amlo jefe gobierno maaa
421,entonces puede expresar dos mil trabaje jefe gobierno obrador porqueria jefes habla bien
422,solitos acaban declarar ustedes hacen x beneficio x persona xke bien sabido amlo solo burlaba decia pio mananera cuestionaba problemas serio
423,habla igual amlo
424,beca voy morena tambien jal
425,menos beca voy morena
426,dice vv morena
427,menos morena da becas pri robaria espejos escuelas tal robar mas dinero
428,flojos sirven dan dinero morena obvio
429,beca voy uni particular padres votaran morena tambien da gusto pagar impuestos sexenio
430,recibo ningun apoyo votare morena
431,necesita dar despensas chafa saber claudia chingona
432,idea claudia
433,alomejor quiso decir claudia puso nervioso
434,si dice xochitl copia amlo
435,gracias voto xochitl veo dicen morena asi vamos claudia
436,neta mal si votas morena
437,hahaha perfil van morena
438,morena recibimos gobierno tambien profesion patrimonio propio
439,obvio usted votara morena
440,nunca morena
441,siempre morena
442,claudia mato personas dar mantenimiento metro daba medicamento personas tenian covid claudia defiende narcos junto amlo
443,chiapas fuentes chiapas ejemplo mas nitido fracaso seguridad sabemos amlo defiende mafia amlo dio espalda chiapas
444,raro hables rco supuestamente morena gran mayoria gente prian estan carcel profugos justicia
445,siempre morena
446,siempre morena
447,siempre morena nunca corruptos
448,trata tirarle gobierno actual fallas pasado y si fallaron cosa reclamar muchas cosas iniciaron bueno transformo cosa nefasta
449,vamos claudia morena
450,prian ahora morena
451,refieras mija mas suficiente saber votaras morena
452,senil obrador si habla bonito eh
453,jajaja obrador pregunta
454,igual xochitl pensando obrador boleta
455,amlo habla bien jaja
456,arriba claudia
457,claudia mujer preparada
458,morena no chambear
459,vv otaku becado sigue votando morena
460,morena trabajo
461,puros ninis quieren bandeja plata votaran morena
462,ok entonces votaremos morena
463,realmente vi marcha ine toca gente clase alta media adultos mayores puro adolescente becas vota morena becas afectan economia
464,ine sacar corruptos becas estan lopez obrador solo prianistas quedaban
465,agradecido morena quitar outsourcing poder generar antiguedad
466,jajajajaj raro verdad quieren insultan morena clase obrera quieren dicen saben chambear jajajajaja callenseee
467,trabajo votare morena cosa ver
468,estudio trabajo amigo digo voto morena
469,votan morena gusto si necesidad ellos familiares si votas morena alguien familia mismo dependes ellos
470,libro amlo cartel sinaloa ficticio que a garcia luna entambaron puros testimonios para alla va sidamlo
471,mejor voto morena embolse nuevo dinero total mal odia pobres
472,mundo fantasia amlo trabaja formalidad paga impuestos malvado ignorante
473,si pagaran impuestos empresarios amlo tendria pagar tanta porqueria en serio crees pueblucho paga impuestos
474,jajajajajaa wey si sabes amlo presidente menos apoyo dado campo antes daban chingo mas aparte darte insumos
475,si pagaban impuestos recibido ningun apoyo amlo pienso menos ayuda gente necesita ambiciosos corruptos
476,wtfporque piensan si vota morena necesidad familia clase media ningun apoyo gobierno reconoce gobierno dado mejores resultados anteriores
477,pues vdd mal comentario bueno roben simpre mismos hacian asi botar morena
478,bro comente otro checa gabinete morena googlea anteriormente no compatriota cegado escuchar
479,voto morena eleccion partido asesino estudiantes maestros hizo si debe gobernar mexico
480,hermanito checa gabinete morena checate fecha dices mejor
481,morena mismo
482,haz quieras prian ahora morena
483,jajaja va ganar prian veras mas facil gane morena
484,claro si tal tener morena
485,asi estan morena puro jodido analfabeto vota morena partido quejan prian mutaron morena
486,verdad pero eligo claudia
487,no muchisimas votaremos morena solo vino fregar trabajos pesar ser ricos clase alta dicen
488,realmente acuerdo xochitl si seguros queremos morena
489,morena sacado varios puros escuela requieren cosas pagar sustentan becas
490,becas siempre morena lavo cerebro
491,si conformando votarian morena vive toda vida becas mundo pasa eso
492,gente vota morena literal definicion parasitos estan esperanzados apoyos mismo van votar pienso discutir dice presidente terminos clasistas chairo
493,muchisimo va quitar aun gane morena vez
494,sabes sacan dinero beca jubilacion ahorita si agusto dan dinero hacer futuro andes batallando quejes
495,ayuda dan nomas pongan lado dia adulto mayor quieras retirarte vas tener mantenerte morena decidio quitar ayuda futuro
496,ver morena ami diero beca pagar titulo tambien tenia media beca asi ver igual ayuda tercera edad
497,morena noooooo
498,si quieres morena good votos libres
499,morena siiii
500,ahy detalle libertinaje padres
501,nomas votan morena
502,cuestion educacion opinion morena reducio inversion becados paga mas veteranos realidad serian mas jovenes q futuro mx
503,adultos dicen jovenes sabemos mal etc votar morena jaja tiempo peor
504,pues crees quieren voten morena saben
505,mayor razon pueden decir hagamos anos viendo contesta amlo situaciones serias seguir confiando alguien mismo pensamiento
506,estabamos mejor estabamos peor segun amlo
507,xochitl solo morena vuelva ganar igual vamos dlv
508,literal morena pobres
509,jajaja aguante bro pri anos poder morena anos muriendo bueno
510,solo sacan contexto muchas cosas medicinas neta amlo sido gobernante excepcional arrepiento hatearlo hace anos
511,hater morena vez indagas profundidad estudias bien literal medios metieron kk neta amlo si rifo gobierno
512,morena claudia
513,morena claudia
514,caso votarian mcmorena popular
515,amigo morena sigue siendo viejo pri si mira toda plantilla surgieron
516,joven doy cuenta diferencias candidatas claudia buenos proyectos nacion xochil solo titere seguir historia seguir robando
517,claudia si habla ingles supera peje amiguito
518,recibo apoyos votare morena economia super bien peso mejor apreciacion anos inflacion mas bajas mundo contemplando atraveso pandemia
519,pues bien mi mal ntp va bien dejaremos pais manos claudia agradecer
520,pues sigue asi vota quieras final gente gusta seguir morena solo recuerda si seguimos asi vamos acabar venezuela
521,pues mejor opcion segundo lugar maynes tercero claudia
522,pena nieto mas claudia si igualita sabes porque deja llevar dice partido dime quiere hacer nuevo va seguir ferrocarril sabes provoco
523,si sabes existen duenos mundo verdad echo gano claudia veras agenda pronto biene ww covid
524,exacto seguro super orador convencio miles eso solo orador politiqueria siempre antes presidente mas neta
525,obvio ganara gustaria verlo dieran trabajando morena profesional todavia tiempo estaria bien trabajara claudia
526,terror van morena
527,si mentirosa debate gobierno morena asi aparte ser titere andres
528,determinar maynez votado gracioso nula capacidad investigacion problema prefieres votar corrupta falsa titere claudia adelante
529,morena casa
530,solo dicen morena saben porque van populismo
531,xochitl claudia verdad
532,jajaja amlo tambien viene pri gabinete expriistas panistas alguna vez prian
533,q miedo q gane claudia
534,voy claudia si propuestas bien informado
535,prian morena misma basura
536,unico argumento gente votar xochitl quitar morena poder
537,omrrs solo dicen morena saben porque van populismo
538,apoyando xochitl morena remarca letras grandes becas pensiones atraer gente xochitl quiere hacer mismo
539,dice prian gente morena solo vota regalen dinero quieren dinero ganarselo
540,sip usa recibiendo millones pesos envia presi amlo
541,moni saco video dice gana claudia
542,gano amlo adivinaste sube aqui video aplaudirte creer
543,crees presidente morena juzgo
544,amiga tambien leyo salio mismo diciendo apoya morena
545,todas anti amlo casualidad
546,pensar va dar arrastrada tan grande quedaran boca cerrada escondidos te amlove claudia larga vida
547,satisfaccion ver insecto amlo dejan robar destrozar mexico porque amo mexico cansado tanta corrupcion morena voy ganar
548,si voten julio botarga jajaja junio voto masivo morena
549,claro julio cochitl claudia junio
550,siiiiiiviva claudia
551,q votemos claudia ookkk
552,ahi votantes claudia junio
553,nel vamos claudia
554,asi dos junio claudia dos julio botarga
555,toda energia amor claudia
556,cartas crees claudia sheimbaum ganadora
557,puede ser puede ser pues claro va hacer va ganar claudia sheinbaum pardo
558,vemos responde personal fan morena pues puedo negar sueno vi xochitl presidenta
559,esposo tambien videncia hace tiempo vio xochitl luego sheinbaum hace semana vio claramente xochitl
560,asi es dificil gobierno apoya claudia parecer gente quiere morena claudia enferma si sepa
561,cabeza claudia presidente
562,persona coincide contigo claudia sale pais pierde
563,vieyra vidente tambien dice q claudia ganar
