0,Sentiment
pues xochitl trae mismas idea pena vimos claudia maynez mejores,4
verdad gane claudia maynez lado,4
ma preparado maynez claudia va cambiar va ser amlo xoxitch prian siempre decepcionan,4
claro mejores propuestas sigo seguire diciendo claudia titere amlo,1
claudia colapsa,1
claudia si,1
claudia si,1
beca da papito amlo jsjs programa existia ma cambio nombre becas bienestar ayudas,2
uni amlo nunca dio beca,2
verdad punto vista estan buenas propuestas claudia bueno construir ma universidades si vemos punto casi ay muchas universidades,4
personal salud solo puedo decir reformas salud propusieron sheinbaum mainez mismo intentado ma aplica cada sexenio,4
realidad escuelas tiempo completo gran apoyo madres trabajadoras padre trabajadores dado ninos salian daban comer horas siesta,4
claudia hace aqui mero paises,1
mainez quitarle votos claudia asi xoxhilt ma oportunidad,2
equivocas prefieren gane claudia xochitl,1
si si votos dividen mainez xochitl mayo voto va ser claudia voten ma oportunidad sacar morena,2
menos morena,2
claudia ma,4
solo xk morena si votaba jsjs,4
claudia xo propone cosas seguras,4
propone mismo amlo neta late,4
claudia mismo pri,4
sinceramente quisiera siguiera andres manuel,4
ay pues si quieres entonces vota x claudia jajaja,4
existen amlo incremento,1
morena solo enfoca deberia gobernar igual amiga becada tenian dinero escuela priv esforzaba x mantener beca,1
maynez opcion ma razonable solo aporta nuevas propuestas universidades ademas certeza vinculacion grupos claudia,5
maynez buena opcion embargo tener precedente cargo claudia xochitl sabemos tiramos estaria bien tal vez proxima candidatura,4
pregunta claudia involucrada derrumbara kinder sigo,1
claudia maynez mejores xochicles,4
votar claudia votar narco gobierno convertir mexico venezuela cuba,1
sabias dea policia unidos afirma campana lopez obrador patrocinada narcos,1
claudia presidenta,5
creo necesitamos votar claudia f proxima maynez maynez todovia joven ojala proxima presi,5
claudia experiencia tirando metro colegios demas negar feminicidios pais,1
claudia dice maynez falta preparacion ma,1
claro si solo quiero intentar claudia pone ma viejita,4
claudia innovador solo idea amlo idea socialistas si habre sur ira mal impuestos,1
tal vez vimos mismo video segun entendi quiere retirar militar frontera sur claudia propuesta xochitl,1
lupi especifico dice propuesta retirar militar frontera aunque claudia dicho idealista innovador,1
menciono claudia quiere quitar militar sur leyo mal,1
vamos claudia sheinbaum,4
culpa porfirio diaz q bueno nadie quiere amlo,1
p dime pq cree alguno haria mejor hablo hizo mjr pq veniamos pena nieto tan claudia maynez ven prometedores,1
si votas claudia si votando viejito loco va ser va manejar,1
si si votas claudia amlo estaria controlando claudia solo seria titere mejor maynez,3
pues amlo cumplio sino toda mayoria propuestas campana mencionen presidente ultimos presidentes hizo tambien,4
amlo,4
maynez demas xochil sheinbauin peleando debate maynez noma viendo insultaban,2
claudia propone cosas realista vision ma clara panorama mexico,4
claudia,3
opinion maynez claudia propuestas agradan mejores opciones,4
ninguno hace va poner peor cosas va ser claudia,2
claudia trabajo digno biem pagado mujeres,4
maynez claudia convence ma maynez propone ma,3
claudia agarronel fbi bronco feisbok bronco investigeishon,2
primero mandamos obrador ecuador solobinos,2
cuestion mandar obrador final cuentas gusta proteger corruptos corruptos extranjeros moda ecuador pues mandelo,2
haber hizo ecuador imperdonable refiero si obrador protege corruptos solo pais si extranjero seria menos problematico nivel nacional internacional,2
habla corrupcion hijoles preguntale patron familia claudia,2
voy claudia,4
basicamente claudia xochitl atacandose maynez,3
mainez quitarle votos claudia asi xoxhilt ma oportunidad,3
claudia confio,3
claudia mejorcita,4
quitando claudia xochitl maynez mayor posibilidad ganar,3
claudia,3
viva claudia,4
marcelo ebrard morena si fuerte,3
claudia total apoyo,4
claudia vamos seguro,4
claudia presidenta,4
duda pesar voy votar claudia propuestas xochitl gustan ma,3
quitando claudia xochitl maynez mayor posibilidad ganar,3
claudia,3
claudia presidenta,3
viva claudia,3
marcelo ebrard morena si fuerte,3
claudia total apoyo,4
claudia vamos seguro,4
duda pesar voy votar claudia propuestas xochitl gustan ma,3
duda pesar voy votar claudia propuestas xochitl gustan ma,3
claudia voto,3
claudia claudia claudia viva claudia presidenta,3
justo asi propone claudia pues menciona inmigrantes harian si condiciones obligaran dice seguira planteando problema eu apoye,4
pues q propuso claudia solucione causa migracion involucrando eua,3
like claudia almo megwing photo,3
fuerte amlo mano fuerte permitir caravana maltraten pais mex mainez ve fuerte buen representante claudia sdo lugar dice buena fe,3
pues tambien claudia dijo q dejarian estudiar medicina ma persona gremio actual falto bastante chavo,3
doy ma claudia proyectos estan vuelvan largo plazo obtener resultados siempre cada nuevos presidentes cambium nunca sabremos si funciono,3
si gana claudia seguiria ahora si gana mainez riesgo ir peor mejorar si gana xochitl iriamos destino horrible,3
propuesta sheinbaun propuesta lopez hace ano viven pasado,3
claudia xochitl an hecho prometen ser presidentes chale,2
si gana claudia seguiria ahora si gana mainez riesgo ir peor mejorar si gana xochitl iriamos destino horrible,2
claudia xochitl an hecho prometen ser presidentes chale,2
oigan propuestas dar claudia hacen mismas dijo lopez ano medicamentos abrazos balazos aumento delincuencia estancias infantiles,2
correcto mismo q dijo amlo debate mismo decia jefa gobierno mismo desepsuono claudia u xochilt dio risa escudo ref,2
sistema salud salarios doctores maestro parada jamas aumento peor ahora vamos mantener paises qje pueden mantener gobernantes morena,2
exactamente gente va amlo claudia ayudas dan cuenta trabajo va salir dinero,2
seguimiento amlo negocio cerro mayoria estancias legales,2
senora robot amlo personal sexenio sido peor,1
aplaudo siga morena,3
votare claudia den like tambien votaran,3
claudi judia jamas votaria alguien crea dios,1
alguien sabe estan universidades sheibaun,2
maynez claudia sheinbaun xochitl,3
claudia convence,3
tambien claudia,3
apoyan sheinbaum,3
cuesta ma entender persona creyendo plane magicos claudia,2
asusta gane claudia cuesta creer pruebas sigan creyendo morena opcion,2
claudia,3
sheinbaum quiere hacer hizo amlo idea propias creo maynez mejores propuestas,2
pensativo sheinbaum amlo amlo apoya,2
meritos propios sheinbaum provoca sonrisa tan gris da asco,2
seguir modelo amlo va bien siga debe ser claudia,3
votar morena,3
cosa proponen cosas cumplan amlo si cumplio,3
claudia sheinbaum presidenta mexico,3
claudia mismo amlo inclusive peor,2
ok acuerdo claudia jamas,2
miro mejor maynez realmente esperaba ma claudia paso atacando prian solo decia hizo morena ano jefa xochitl pues hizo idea,2
jajajaja xq morena quiere arreglarlo regalando dinero,2
literal economia morena va suelo,2
explico asi si solo pocos tener banana banana ser valiosa si tener muchas banana banana servir si morena regalar banana banana ser valiosas si morena dar empleos,2
empleos ser valiosos si morena dar empleos vez banana economia aumentar si morena regalar banana banana acabaran tarde temprano,2
claudia narcocandidata andres narcopresidente,1
userclaudia narcocandidata andres narcopresidente,1
vamos claudia sheinbaum plan c maynez candidato misoginos x rico claudia pueblo voto masivo morena,2
claudia mexico pobreza igualitaria jajajaja,1
use palabra super disculpame respuestas mainez mejores realista posibles claudia quiere combatir narco organizacion paga lana,2
forzada ma opciones disponibles mujeres pudiendo marcelo morena pusieron claudia,2
hablas si estan ahora morena,1
alito morena marcos morena cada engana quiere,1
ovalle fernandez abel guerra americo villarreal interminable liston impresentables estan morena cada cree quiere,1
noo si cambium morena si si ganaria,1
claudia presidenta,3
va ganar claudia voto t,2
diferencia unica verdad cumpliria seria morena prian ma quisiera podria cumplir alcanzan ano pagar favores debe,2
maynez pena nieto dejo claro propuestas ano vivo miedo vamos claudia,2
gane claudia,2
si gana claudia sigue cabecita algodon,2
ma seguro claudia,2
parecio idea propone solucionar violencia domestica votemos claudia,2
maynez claudia mejores corruptos ratas,2
vivo miedo xochitl mainez amlo perdon claudia ganen,1
iba claudia propuestas estan monopolizadas ire xochitl creo dijo cosas asertivas ma proactivas,2
claudia causantes multiple murts mexico x mainez,2
claudia presidenta,3
claudia,3
resumen claudia xochitl peleando seguira amlo puros apoyos peleando regalando tarjetas maynez sonriendo,2
sabemos mejores propuestas claudia nueva presidenta,3
si gana maynez quitan beca vvs seguira beca claudia morena,2
claudia,3
encerio voten x mainez mejor opcion claudia ultima vez votaron alguien mainez paso pena nieto,2
viva claudia sheinbaum viva morena viva lata transformacion viva mexico,3
si gana claudia sigue cabecita algodon,2
ma seguro claudia,3
claudia total apoyo,3
sabemos mejores propuestas claudia nueva presidenta,3
claudia,3
encerio voten x mainez mejor opcion claudia ultima vez votaron alguien mainez paso pena nieto,2
claudia convence,3
veo encontra xochitl encara empiezan dar cuenta morena soluciona regalando dinero buenas estrategias,2
claudia quiere universidades maestro farmacias medicinas xochitl,2
claudia voto,3
tres ase ninguno vdd mejor prefiero morir quedar presidentes pendejos maynes claudia xohithil,1
salud shembaun quieres ma farmacias medicinas ma escuelas titulos ma seguridad sbrazos balazos seguro va claudia,2
morena claudia poder tener amlo detras claudia marioneta,2
voten vuelva suceder morena gano mayoria gente voto,2
sabemos va ganar asemos claudia amlo amlo mexico quiere,2
claudia salud noruegaque hizo amlo ano educacion amlo prometio universidades nuevas hizo empeoro sistema corrupcion,2
claudia primero salva mexico andes pensando ayudar paises digamos,2
voy morena quede claro xochitl buenas propuestas digital excelente futuro digital buena propuesta,2
claudia buenas malas programas centroamerica ayuda ayuda primero alos mexico deja andar queriendo ayudar paises ayudan ati,2
team claudia,3
claudia,3
vamos morena,3
pues tambien claudia dijo q dejarian estudiar medicina ma persona gremio actual falto bastante chavo,2
propuesta sheinbaun propuesta lopez hace ano viven pasado,2
claudia sheinbaun da ma confianza,2
si queda t valimos madres puede controlar pais solo partido van alla podemos dar nuevo listos,1
alguien ma vio bajaban minutos claudia mientras hablaba xochitl maynes tambien restaron,2
doy ma claudia proyectos estan vuelvan largo plazo obtener resultados siempre cada nuevos presidentes cambium nunca sabremos si funciono,2
claudia corruptos,2
mainez quitarle votos claudia asi xoxhilt ma oportunidad,2
claudia dijo mismo dijo amlo haria nunca hizo solo empeoro,2
ma claro votaremos claudia sheinbaum pardo,2
maynez preparado toda carga xochitl aliados corruptos mejorsita claudia,2
gente miedo maynez proximo penanieto literalmente claudia dijo amlo seguira siendo presidente solo pq amlo apoya layda,2
verdad propuesta cuanto mujeres vioentadas gusto claudia mejor sacar agresor,2
tres vale madres,1
claudia,3
claudia presidenta,3
claudia propone mismo funciono amlo campana implemento sirvio extremadamente socialista da miedo solo propone poblacion pobre quiere escuchar,2
duda pesar voy votar claudia propuestas xochitl gustan ma,2
marcelo ebrard morena si fuerte,2
claudia,2
parecio idea propone solucionar violencia domestica votemos claudia,2
maynez claudia sheinbaun xochitl,2
maynez claudia mejores corruptos ratas,2
vivo miedo xochitl mainez amlo perdon claudia ganen,1
iba claudia propuestas estan monopolizadas ire xochitl creo dijo cosas asertivas ma proactivas,2
claudia causantes multiple murts mexico x mainez,2
claudia confio,3
claudia,3
claudia xochitl an hecho prometen ser presidentes chale,1
resumen claudia xochitl peleando seguira amlo puros apoyos peleando regalando tarjetas maynez sonriendo,2
si gana maynez quitan beca vvs seguira beca claudia morena,2
si gana claudia seguiria ahora si gana mainez riesgo ir peor mejorar si gana xochitl iriamos destino horrible,2
cool va ganar claudia,3
si gana claudia sigue cabecita algodon,3
ma seguro claudia,3
basicamente claudia xochitl atacandose maynez,3
plan c si claudia representa bien venida mejores propuestas,2
xochil promesa claudia poseso viva morena,3
voten narco momia claudia morena apoyo xochitl,1
claudia menos peor maynes sandra cuevas apoyo,1
cochil sabe llama asi voto claudia sheinbaum pardo,1
amigo mecicanos voten morena si pasara voten manera inteligente,1
tambien preguntaron claudia abrto evito pregunta maynez tenia hablar dijo tenia miedo hablar salud publica mujeres decidan,1
alguien sabe estan universidades sheibaun,1
claudia,3
conocia maynez debate creo q mejor propuestas q claudia parese q escuchando peje xochitl preparada,2
maynez contesto bien solo peleaban morena mexico sirve,2
voy claudia,3
diferencia claudia k k propone asiendo xochitl solo seran palabras igual k prianistas k an pasado,2
hablara muertos claudia,1
mejor morena senora si,3
voy claudia,3
vi amlo vestido mujer pueden reelegir,1
claudia mejorcita,4
definitivamente adios morena,1
claudia vamos seguro,3
claudia mejor,2
entonces salud claudia seguira haciendo mismo amlo despues ano sigue funcionar dijo nuevo puuufff,2
claudia,3
preocupa habia preguntado claudia metro salio hacerse responsable caida do lineas creo haga responsable pais,1
claudia x mil,1
claudia quiere dar apoyos paises dienro mexicano,1
problema morena quiere carrera medicina cuba ano actualmente ano ma especialidad,2
claudia ba cumplir obrador,2
claudia quiere dar apoyos economicos solo propuesta,1
gustaron propuestas educacion xochitl claudia,2
claudia,3
honestamente claudia maynez buenas propuestas,5
solamente claudia,3
debate maynez claudia,3
humilde voto claudia,4
claudia presidente,5
favor quede claudia pura corrupcion va hacer claudia,1
fijaron maynes encontraron xochitl claudia dieron,2
morena morena morena morena morena morena,1
claudia,3
voto claudia,4
gane claudia,5
claudia noma hablo cdmx xochitl paso atacando claudia maynez puso sonreir debate,1
claudia seria presta nombre amlo gobernatura,2
tonces mejor siga amlo cualquiera,2
quedo claudia,3
claudia,3
claudia claudia claudia,5
xochitl claudia,3
excepto s sheibaum solo titere obrador nunca transformacion igual peor,1
claudia definitivamente,5
preocupa pensamientos precarios gente quiere votar claudia xochitl,2
claudia xotchitl maynez,4
xochiltl claudia maynezi love,5
xotchil claudia maynez,4
xochitl sheinbaum maynez,3
maynes claudia xochilth,2
amo,5
xochitl querras decir claudia ignoraba,1
amo,5
claudia xochitl maynezai lob you,5
morena,3
amo maynez,5
theo ingrid valio madres pais jajajaja,1
jajaa vrd va ah ganar maynez acuerdan ademas claudia xochil nelpanderista,1
xd da mucha risa agarran pelos xochitl claudia,1
maynes claudia maynes,1
xochitl claudia maynez,1
xochitl contestaba amynez x atacar claudia jajkjdkjakjhskhja,1
maynez bien disociado mientras xochitl claudia tiraban jajajajajajajjajajajajajajajaja,1
nooo amlo vayas,1
siii amlo vallas,5
claudia mismo,1
yooo amlo cacahuate,1
claudia va seguir amlo trabajando pais,5
pobrecitos realmente piensan andres bueno,1
amo amlo,5
jajajjaa postularon claudia,1
Emy nooo amlo vayas,1
amlo peor q,1
amlo igual che viejito,1
amlo peor tmb q dice jajajaja,1
a ir amlo,1
xochil debatir xochil echarle hate claudia jdksjdksjs,1
fin alguien dice literal hablaba ma segundos tirarle claudia nunca respondia preguntas,1
maynez haciendo duo claudia xdddddddd,3
bueno claudia dio propuestas solo decir segun obrador hizo bien,3
cree chismear claudia cress,1
jajajajajajajajajaja si igual mejor q claudia jajajajajajajajajaja solo mira q echo morena solo va destruir pais,1
pues si ademas claudia tiro xochitl er debate claudia tampoco respondia ala preguntas,1
claudia responder preguntas ahablar interesa nunca hablo danos provoca morena pais,1
usando mismas habilidades gano amlo,5
jajajaja xochitl mega fan claudia,5
amo humor maynez,5
amo,5
amo tan tierno maynez m olvido q agresor x,5
xochitl soltaba claudia,1
si pobresita claudicar,1
igual gano claudia evadiendo preguntas,1
amo amor,5
claudia,3
claudia,3
sii claudia,3
gano claudia fijate porcentaje xochitl gano paso tiradole claudia,1
xd obvio maynes trata quedarse primera impresion dio xochitl paso tirandole claudia,1
conteste chico decia claudia peor opcion,1
verdadero hombre nunca habla mal lopez obrador,1
gano claudia,1
gano claudia,1
unico capaz decidir encuestas claudia gano gran mayoria solo perdiendo,1
hecho si gano claudia,1
claudia,3
gano subio pagina morena,1
gano maynez claudia jajjajaj,1
si claudia,3
hablaba sheinbaum,1
sisisi gano claudita,1
claudia,1
jajjjajajsjjs ma completas propuestas amlo mostro logros pertenecen paso tirandole xochitl dejo datos inconclusos debate llevo maynez,1
gano claudia,1
salieron resultados claudia gano,1
claudia,3
claudia,3
claudia,3
claudia,3
claudia,3
claudia,3
claudia,3
claudia,3
claudia,3
claudia maynez,3
claudia,3
claudia,3
claudia,3
ovio claudia,5
claudia,3
maynez claudia,3
claudia,3
claudia obvio,3
claudia,3
claudiaaa,3
claudia,3
claudia,3
obviamente claudia,5
claudia,3
gano claudia,1
claudia,3
claudia,3
claudia,3
claudia,3
neta claudia lover vez mejor maynez,5
claudia,3
empate maynez claudia,3
claudia,3
doctora claudia,3
claudia,3
claudia,3
claudia,3
maynez xochitl claudia solo peleando unico hablaba tema decian,2
tambien claudia igualmente seguia juego xochitl,2
claudia,3
gano maynes porciento claudia porciento xochilt sabe cuanto,1
xochitl verdad ataca tambien refuta hechos mentiras dijo senalo administracion claudia comprobado,2
aunque rian gracias muestran claudia gano,1
claudia maynez respuestas buenas xochitl solo titere prian,1
gano claudia aunque quieran acaban decir gano claudia,1
claudia saco pasear xochitl maynez xd,1
empate claudia maynez xochitl dio verguenza solamente,1
si claudia,5
tres valieron madres,1
claudia xochitl maynezay lob you,5
seria claudia,3
chochil nininininini claudita propuestas maynez,1
claudia gobierno,5
viva claudia,5
maynez daba propuestas claudia hablaba exitos,3
mostro resultados poder sustentar nuevas propuestas da cuenta promesas vive debe ver resultados primero claudia,3
montse claudia quiere quitar constitucion hacer pais comunista venezuela constitucion dijo,1
xochitl claudia maynez,1
xochitl claudia maynez,1
hecho claudia intentando ignorar xochitl daba propuestas,1
claudia voto,3
claudia pelea solo maynez ase lk conviene,1
nunca dije claudia pelea solo dije maynez pelea,1
claudia xochitl maynez ai lob viu,5
claudia mejor opcion,5
si queremos terminar cuba venezuela claudia opcion definitivamente,5
seguro claudia tumbo tren vdd,1
no claudia,1
ninguna si xochilt gana siguientes elecciones podemos votar cambio si gana claudia proxima elecciones votamos tristemente,1
q claudia,1
claudiaaa,3
claudia unica mostro resultados metas problema,5
ok dice si candidatos malos puedes decirme claudia seria mala candidata,5
favor claudia,5
gran mayoria favor claudia,5
va ganar claudia problema visto ganada solo xq mismo amadisimo amlo,1
maynez xochitl toman juego debate unica ve seria debate claudia,1
ma cuerda claudia,5
mejor opcion claudia demas toman enserio aparte claudia ma apegada amlo podra seguir mismo proyectos mexico tan perdidos si ganara,5
mejor opcion claudia,5
xochitl perdio votos claudia si viene narc maynez i love you,1
vuelva amlo,1
claudia q ma toma enserio,1
q ve mejorsito claudia,1
claudia xochil tirandose hate maynez,1
malo seria ganara claudia quieren dar cuenra,1
claudia unica cuerda,5
claudia ma preparada mejor preparada maynes haciendo mismo samuel pena xochitl pues,5
claudia definitivamente mejor preparada significa mejor opcion solo fachada gobierno comunista,1
ma viva querras decir quiere poder llevarnos dictadura morena pueda hacer ciudadanos quieran,1
si oposicion si votamos xochilt gusta podemos votar alguien ma siguentes claudia tendriamos opcion votar siguientes,1
pues ultimos ano mejor presidente morena creo amlo quiera perder palabra lvdd ademas transas devuelven pueblo pues sabeeee,1
jajajajaj dijieron mismo gano amlo orita parecemos venezuela,1
punto quitar morena solo apoya pobres desquehacerados,1
igual estaria surrado si gana xochitl claudia jaja ninguno valen pena,1
jajaja pues claudia tambien estreso empezo decir corrupta,1
narcopartido morena,1
claudia jefa gobierno,5
visto ma meme agarran chongo xochitl claudia meme maynez,1
ganara claudia xochilt va llevar perdicion,1
chochilt pa casa maynes pa spotyfi claudia presidenta,5
claudia solo becas jajajaj,1
sheinbaum estudios ingenierias chocil nadamas carrera,1
rollo kakajaj maynez bien tierno xochitl claudia casi desgrenandose kakakajja,1
claudia xochitl maynezay lob you,5
xochitl claudia maynez,1
xochitl claudia maynez,1
claudia,3
claudia va ganar va ser primera presidenta mexico,5
xochitl claudia maynez,3
maynez recuerda broncoclaudia amlo xochitl ricardo anaya,3
claudia unica seria jajajaja,4
literal claudia jajajaja,4
claudia xochitl andaban peleando digo mejor partido tan solo ahi ma sano,3
serum xq tension do debate tension amlo anaya tension demas,2
xochilt claudia maynez,3
claudia pelo corto xochilt cola xochitl morena vdd,3
leyo camiseta tweet morena jaajajajajaj,3
segun vi decia verdadero hombre habla mal lopez obrador,2
verdadero hombre nunca habla mal lopez obrador,5
verdadero hombre nunca habla mal lopez obradortodo empezo meme alguien hizo camioneta xd,3
religion seguida gente malitala verdad da miedito realmente sheinbaum crea bueno partido q pertenese,2
jajjaja xochitl paso cundo dijo senora mentiras claudia jajjajaj,3
tristemente si solo sacarlo estancamiento morena mantiene hacen apoya estudian trabajan,2
pues razon si gana xochitl estariamos peor ahoray si gana maynez seria mejor xochitl si gana claudia estariamos hoy dia,3
podemos peor sexenio ma violento mexico xdd aclaro voy ningun partido definitivamente morena bien,2
prian pues estabamos peor morena realmente pues respeto opinion pues opinion xddd,3
subestimas claudia puede empeorar hacer ano menos mejorar pais pq culpa administraciones pasadas dicen siempre,2
perdio averigua bien ganara claudia,3
si buena claudia,5
mira literal si echa derecha creo si eche adelante mexico adelante claudia si f maynes buenos argumentos,4
claudia,3
echar adelante huevones claudia si va sector primario verdad requiere morena claudia apoyan menos peor candidata xochitl,3
p claudia mejor opcion mejor informada preparada,4
maynez mismo morena,3
janna sabes teoria morena seria mismo pri entonces,2
pues claudia haga presidenta xochitl vuelva primer mujer adopten maynez jajaja,3
amlo xochitl aunque tambien bien pndej lamentablemente mejor opcion mexico,4
claudia gane xochitl primera dama,3
claudia xochilt parecen comadres pelean jajaja maynez escuchando chisme,3
xochitl claudia maynez,3
claudia presidenta,4
