0,Sentiment
pues defiendes maynez experiencia politica solo zacatecas supo manejarlo bien ahora pais,2
ninguno bueno maynez mnos indicado ganar experiencia apoyo ganado recien votan q saben qn votar votan alguien q hizo fama,2
normal escuchado momento recordar claudia xochitl iniciaron campana tiempo debian sabes mas,3
tambien importante ver si pueden invertir transporte publico claro movimiento transporte utilizado alguna inversion,3
asi cristianos unicos creen satanas unicos afirman apoyo maynes cancion morenistas,2
exacto punto trata apoyar ninguno trata exigirles ciudadanos digo apoyo maynes discurso fake,2
sabes leer nunca dije guapo igual pena nieto votan politica solo pq trata ganarse jovenes adultos crees maynez escucha taylor natanael,2
literalmente maynez ahorita titere partido movimiento ciudadano,2
momento recordar amlo afirma mexico salud dinamarca pais violencia existe,3
maynez privatizara nuevo,2
parte apoyo ningun politico nisiquiera maynes labor exigirles andar lambiscones dejo tarea deditos,2
diria si maynes mismo partido cabeza rodilla gobierna,2
pues simplemente dejado contestar momento di hueva ahi solucion tomas persona deberia entenderlo,2
voy redactar voto reforma energetica casi deja ruinas maynez doble cara cada cosas,2
maynes solo elijen pq segun gusta musica gusta jovenes,2
mc hecho momterrey solo pasan socialite aguas,2
si esta bien apoyes maynes propuestas nadie dijo no el video habla peligroso puede ser votar alguien solo gracioso o y guapo,2
maynez cara pug,2
maynez pena nieto,2
mayoria fan maynez menores edad puede votar,2
maynez hace guapo,2
maynez maynez pena pena dios mio gente oveja leido mismo casi copy paste hacia maynez jajajajajaj saquen,2
maynez guapo,2
maynes aclaro incluso haber acusacion preferible crerle mujer simple hecho mexico machista caso falsa denuncia,2
maynez guapo,2
maynez guapo,2
maynez guapo,2
si maynez bien gacho jajaaja,2
maynez guapo jaja,2
rayos piensa maynez guapo wtf,2
comparacion pena guapo maynez,2
quieres trabajo maynes sugiere ajuste inflacionario final reduccion jornada laboral horas,3
bueno gente piensa apoyamos maynes cancion unico candidato hombre favor aborto,2
si hablamos sabemos si maynez asi solo vemos imagen construyen,2
maynez presidente,3
propuestas maynez estan instagram detalladas solo buscar verdad si votare maynez,2
ay mamita malo informarse crees maynez acabara violencia anos,2
sirve solo leer tambien trata comprenderlos ningun momento dije culpa solo dije si minimo subio igual manera gasta mas,2
momento dije hago pongo investigar propuestas acciones candidatos etcetera hoy dia comprension lectora canija,2
tambien representa ideales vamos maynez,3
maynez buenas propuestas tambien voy maynez,3
hablas propuestas maynez estan instagram acceso ellas pasa comentario enfocado privilegio,2
pues mira clase respuestas das ahi estan argumentos bueno nadie decirte votes personas cree puede pasar si gana maynez arrepien,2
jajajaja ningun momento ataque amiga exacto dije decirte hacer parecer detuviste comprender comentario solo hice pregunta evitaste,2
menos tratado si ah presidentes q cumplido muchas propuestas solo voten maynez entender jovenes,2
si si nino vimos falta mucha comprension lectora si asi leiste propuestas maynez sorprenden conclusiones gracias darme razon solita,2
segun maynez mejor joven cancion solo marketing mismo paso enrique pena nieto hizo kgadero mc bola corruptos alguien maynez jefe,2
pues si votare jorge alvarez maynez modelo constructivista educacion hace anos gane beca modelo weee anos,3
si sabes movimiento naranja mas ganar dinero cosa quieren llegar presidencia ganar dinero ponerle impuestos,2
facil prometer sabes vas ganar maynez sabe va ganar cerca maynez pavimentando camino,2
momento ataco solo comento verdad informate mejor analiza bien situacion,2
apoco si maynes dice corea mejor estudio cuandono sabe coreanes suicidan presion escuelas hacer mismo mexico,2
ay ya pais blanca paloma exigir tanto quieren gobierno limpio mismos ciudadanos forman parte problema si quieren cambio empezar abajo,2
claro si futuro hijos puedes esparcir valores hijos hijos ser buenos ciudadanos hagan cambio,2
this pasa mucha gente habla votar maynez cancion propuestas trabajo siquiera,2
pues informate bien amiga mas dictaduras prianistas maynez si partido chafa imaginate palazuelos sandra cuevas solo titeres,2
maynez tan mal parecer jaja hizo cosas buenas pocos cargos tuvo pues menos inicio campana legalmente otrassss,2
mainez hace buen desmadre necesitamos presidencia peor,1
quieres llegar apoyo maynez mas preparado enfocado verdaderamente ayudar mejorar pais minimo busca biografias entenderas,4
mejor maynez,4
movimiento ciudadano vota mexicanos camara diputados deberian creer maynez arriba claudia,4
miedo gane maynez,1
es dejo xochil er lugar cualquier momento arrebasa claudia,2
jajajajs que maynez conocen casa,3
maynez salido luz si sido cancion badabum pago promocionarlo,2
maynez pusieron nomas,2
obvio asi pelearnos asco candidatos maynez convence,1
ves va ganar miedo aceptalo aqui conozco miedo sabemos va ganar arriba maynez ay soporta,1
en cualquier momento jajajaja maynez sube sacas datos,2
si da miedo gane jorge entonces haganse pipi miedo,1
realistas propuestas bastante simplistas reduccionistas problemas complejos diferencia candidato maynez veo mas detallado enfoque,3
ver video completo sabes tal dice solo votes maynez basandote apariencia cancion informes decidir,2
maynez literalmente agarrando toda bola borregos osea adultos jovenes segun quiere hacer cambio verdad muchas cosas malas mexico provocan ellos,1
comentarios entendio quieres votar maynes ademas video aclara solo diciendo piensen dos veces mayoria conoce propuesta tambien te,3
dio varias razones cuales votar maynes tantos cargos importantes presidencia,3
si leiste propuestas mainez convencen vota x el votes x solo mame cancion dice,2
no votes maynes bueno mejor piensalo dos veces hacerlo,1
literalmente inicio dice no votes maynez,1
no votes maynez bueno mejor piensalo dos veces hacerlo,1
nena dije maynez mal candidato tantita comprension lectora si principio video dice clickbait,2
partidos va robar menos etc etc puedes incluso buscar tiktoks preguntas hacen universitarios maynez o cualquier candidato fina mismo,2
dice botes maynez si haber visto decisiones,2
plurinominal puesto mc menos conocido maynez apoya enrique alfaro gobernador jalisco mismo mano,3
nunca dijo no votes el interpretaste escuchar argumentos validos razones dejar lado momento votar,2
seguramente contenido zerokitkat vera sesgo cuestion genero habla nadie conoce propuestas maynez solo votaremos cancion repite cosas conserva,1
movimiento ciudadano gdl dejan temblando,4
dime punto propuesta dicho maynez buena realista mil pesos mensuales suena bn verga veo hara,3
corazon politica obviamente tratando ganarse publico mas facil obtener obviamente maynez opcion verdad lee daras razon,3
simplemente maynez menos peor trae mejores propuestas contesta preguntas indicaciones simples debates diferencia senoras,3
mira imagina ex pones stalkearlo solo mismo maynez enfocate logros historial solo propuestas subio instagram,2
si bb mas falta oportunidad trabajo casa estable ahi ciudadano legal hacer miles tramites dinero problema,3
osea si acepte mas rescatable maynez,3
siendo sinceros estan dlv mejorcito si maynes,4
igual favorece mas mexico maynez estan pal perro,4
ok dijiste votar maynez ahora dime candidatas si,3
mejor vota maynez,4
si piensas informacion pertinente maynez mejor opcion pues bien mas decir ademas dices ardi solamente puse mismo sticker,3
entiendan q mainez nomas nosnesta haciendo love bombing,1
pues es gente empezara seguir momento a parte cancion dice gente quiere oir igual mc,3
jaja entiendo punto si love bombing darte buen amor primera lo maynes haciendo campana despues si gana puff acaba jajajaj,2
sabes real puede ser love bombing si love bombing relaciones primero dan muchas muestras amor luego condiciona maynez pareja,2
tu mama defendia maynez tiktok,2
politicos hacen ahora toca maynez,2
comentario mas ponen respecto maynez jaja saben termino pseudopsicologico,2
parecer maynez mejores propuestas vdd forma ganarse publico,4
nah verdad chica razon gente solo inclinando votar x wey cancion toda pitera estilo movimiento naranja pq buenas propuestas,2
asi solo posibilidades ganar maynez solo busca mas votantes proxima eleccion mas presupuesto puedes informarte internet,3
si realistas realista saber alturas ningun candidato lograr cumplir todas propuestas maynez si menciona va lograr dice ejemplo apenas va sacar libro,2
busca echo movimiento ciudadano jalisco peor nunca desvian fondos cada esquina vivo estan remodelando mercadito chiquito segun van gastar millones,1
vdd si quito razon q opino q maynez ah gobernado nunca ps seria apostarle aparte mariana samuel van andar atras casi,2
movimiento ciudadano vota mexicanos camara diputados deberian creer maynez,4
propuestas da maynez,3
maynez quiere chile argentina horas extras usemos talleres practicas trabajos equipo hacer tareas regulacion para necesitan,3
movimiento ciudadano vota mexicanos camara diputados deberian creer maynez,4
ojala jovenes contexto historico darse cuenta maynez clon fox,1
investiga bien gente corre va maynez vil titere,1
neta agenda chida casi utopica si amnesia supiera maynez hecho mc compraria jajaja,3
solo dime q estudios propuestas maynez,2
maynez si hace,2
pues maynez si hace cuestionaron va financiar becas escuelas privadas dijo iba mejorar recaudacion fiscal entonces va buen camino,3
basicamente mismo si contexto historico mc mismo estan aliados corrupcion prian simplemente tactica enganar gente dividir votos,1
favor movimiento ciudadano buen dinero tambien hacer cancion necesita dinero aparte solamente hacen verse mas ridiculo debe ser serio si,2
lei propuestas maynez buenas propuestas votaremos memes cancion forma darse conocer visto lonas anuncios ciudad solo aqui tt,3
creeme consideraba votar ser menos peor pudo cdmx conferencias contradice muchisimo da desear prefiero maynez propuestas conferencias,3
analizando propuestas tres mejor tener voto informado ideologico gustan proyecto nacion propone maynez carisma parece banal,3
pues maynez,4
voto maynez,4
verdad maynez mejor cualquier dos cantidades,4
becas estudiantes pudieron ingresar universidad publica pienso mas importantes da mas oportunidades estudio ciudadanos,4
maynez si solo zacatecas nmss,2
peopuesta maynez salario si cierta no,3
lei q decia vender parte mexico mas economia maynez si bien ps,3
propone llevado cabo congresos locales mayoria mc jalisco monterrey propuestas inviables ganar pluris,2
maynez apoya empresas privadas peligro mexico maynez opcion preparado firmeza necesita presidente,1
muchas donas decian pena nieto bueno acabo dejando pais borde abismo maynez panista neoliberal importa pais,1
buenas quiere usar paneles electricos realmente va ser mugrero va terminar talando arboles construir esto maynez solo titere,2
propuestas maynez propuestas expuestas congreso dieron reversa,2
movimiento ciudadano cumple posiblemente buen candidato partido peor pri pan juntos investiguen jalisco fregada alfaro,2
congreso dado propuestas mayoria movimiento ciudadano votado contra creas solo dice,2
cerrar petroleras mas produce tula momento dicho haria empleos perdidos,1
nd mas existe maynez,1
parecia buena opcion maynez ocurrio incluir grupo campana sandra cuevas maqui,2
sandra cuevas equipo puedes perfectamente votar maynez votar sandra,3
si evento movimiento naranja participante,2
participando senadora repito grupo campana nunca estara recomiendo ver video subio maynez mismo menciona,2
decide si facil voten maynez deje lado sandra cuevas,2
maynez maestrias derechos constitucionales derechos humanos administracion publica,3
justo dije dijo experiencia maynez nadie conocia saco cancion jaja,2
pues mismo aplican amix juzgan maynez ser joven sin experiencia realidad ningun candidato experimentado dejado buena huella pais,2
dices indague mas fondo hecho eso investiga maynez experiencia ideas claras quieres ver fanatismo,2
maynez tambien demostrado hechos tan solo investiga hizo diputado,2
q momento dije q creia unica votar claudia wtf,1
da coraje cada dicen van votar maynez saben el solo cancion,1
personas mexico presidentes aborrecibles investiga votar tal vez maynez gusta tailor solo hace jovenes si votaremos,2
ah bueno entonces mexico echo mierda senor ay si vas decir sisis voten maynez,1
maynez maynez maynez presidente,4
claro maynez maynez maynez maynez presidente mexico oh,4
voy votar maynez y conozco propuestas y joven persona adulta,4
da coraje unico saben decir solo cancion apoyo maynez empezo tras primer debate cancion cero ver nadie apoyandolo,1
nisiquiera ven propuestas maynez parece mas meme ya,1
maynez haciendo politica campana circo echarse bolsa personas tu evidentemente saben,1
se claudia apoyo movimiento estudiantil unam querian privatizar siempre defendiendo derechos estudiantes otros,3
todas propuestas maynez existen muchas sido negadas partido ver mas alla,2
maynes pena nieto,1
puro pndj vota maynez,1
puro wey vota maynez,1
si gracias lopez obrador hace bien trabajo prian movimiento ciudadano,3
maynez maynez presidente,4
sinceramente si apoyo maynez si lean propuestas favor link perfiles redes leer propuestas candidatos ver cuales convencen mas,3
ciudadano luego ir votar enriquece democracia necesitamos siendo jovenes mayoria ejerzamos derecho votar debe ser si mexico dificil decidir,4
esq se estan dlv si votan maynez va ser pena nieto,1
maynez pena nieto date cuenta,1
voto maynez,4
vayas diciendo mami vote maynez listo,2
pues gran mayoria partidos venden despensa aclaro defensa hacia maynez venderan cancion pesos despensas,2
prefiero maynez literal q vi,2
maynez pro aborto aumentara becas dara privadas sabe interesa fmzds piensa hacer respecto etc,1
pena nieto maynez amor,1
si favor gobierna partido legal aborto vivo jalisco peor pudo pasar movimiento ciudadano verificacion desvio recursos,1
ademas desaparecidos dias imaginate si gana mc mexico,1
jefe samuel movimiento ciudadano suuuper provida investigale bro,2
maynez solo diciendo quieren escuchar,2
dice quieren decir si afectaria si contendientes maynez solo sabe va ganar jajaja,2
apoco si vv mc personas samuel garcia conservador proaborto sandra cuevas literal facista,1
congresos movimiento ciudadano mayoria siempre votado ile,1
maynez varias denuncias,1
maynez mal miles empresas fantasmas,1
partido maynez dejo nina indigena anos v lad abortara proaborto,1
maynez mc partido mayoria congresos dos gobierna despenalizado aborto,1
maynez partidos late,1
partidos hablan mal todos diferencia maynez partido nunca tiro si partidos tiraron,2
pues claro persona involucrado politica obvio vas constante cambio sentirte identificado mc juvenil futurista,4
maynez solo eslabon entrada samuel proximos siguientes anos samuel deja muchisimo desear,2
osea q maynes quiere bajar sueldo menos aqui minimo mil ley,2
maynez proponiendo sueldo pesos dias trabajo dos descanso,2
invito veas segundo debate si convence nadie anula iba anular termine definirme maynez,2
muchas personas facilmente fluenciables si quisieran vitar maynez ejemplo encuestas dice va ganar,1
maynez maynez presidente,4
maynez dara remontada historica rocky roca patricio,4
realizan encuestas maynez muchisimo apoyo parece extrano siga debajo candidatas,2
bro uni primo mas salones dicen q van votar maynez,2
popularidad apoyo maynes tan popular meme semana pocos toman serio,1
circulo si quiera sabe politica si quiera saben votar minimo si saben no ademas digo enorme crecimiento maynez semanas,1
pues claro obviamente beneficia mc solo seria sentenciar muerte partido principal discurso caeria completo,2
maynez enfocado futuro pais jovenes demas siempre viejos van salida aunque suene mal cambia pais,3
bastante irrespetuoso hablar asi gente mayor final dia ciudadanos,1
gracias gente eleccion tras eleccion vota personajes caen bien fox quadri pena ahora maynez,2
maynez bueno hablar mc jalisco nl desgracia xochitl diga claudia bueno siento cuesta admitir mal pais,2
maynez maynez maynez,4
sancionarlos momento podria pasando nuevo parece ley aplica partidos monton chance hacer trampa,2
funcionarios casilla ciudadanos cada casilla observadores partidos tratan garantizar,3
pib no hace xl ciudadano rico,2
siiuuu necesitamos energias mas limpias nuclear ejemplo ciudadanos,4
crees bastante ir en escuela privada pero creo mejor guardarte cl si mo momento muchas familias sufren falta dinero pueden siquiera enviar hijos,1
votan maynes memes,2
mejores propuestas maynez solo vota cancion,3
literalmente tercer grado dicen mayoria estan favor maynez cancion y mentira,1
igual maynez den mas tiempo recreo,1
maynez literalmente proximo pena nieto,1
momento escuela publica,1
sabes movimiento ciudadano,2
si verdad debian votar maynez,2
responde algo crees senora xochitl serio duela perdidas hace lucrar imagino algun momento perdido alguien conoces dolor,1
mano lucro no falla gobierno momento detenidos debe senalar exigir justicia solo,2
jamas dije solo enfocara cosa ademas mas ignorante gente q vota maynes solo cancion jaja,1
va maynez va poner horas mas escuela va empeorar mexico,1
ahora vayan primaria van ver llena maynez,2
creo van mc,2
creo irian mas maynez no,2
pued narco gobierno congruente nadie dedo frente votara x maynez justifica voto voy creer,1
mainez q crean seguir dividiendo voto,1
maynes moremoches,1
uan loca mc pollita,1
mc jajajaja jajajaja,1
solo porros movimiento morena disfrazaron chamarras morena,1
sabiamos si guarda espaldas seguias moviemientos,1
claudia mujer brillante congruente movimiento representa parece ser mejor opcion,4
senor reformas anos hacerlo justamente razon escribes decidio hacerlo momento,2
ahora pide cambios voto siempre cambios favor ciudadanos,2
indultarlo tema politico quedara historia hicieron momento si si dicen dictador,1
momento dijo alguna propuesta,1
momento dijo diez anos subio mas pesos recuerda llego momento,1
momento gobierno sigue apoyando tipo desastre ocasionado,1
casi lloro majestuoso momento,4
pregunta millon dieron pluris ciudadania tomaron candidaturas competir jajaja,1
ciudadanos candidaturas saben ganaran seguras pluris reservadas,1
pocos ciudadanos levantan mano ja yo trabajo mitad sueldos ja ja ja,1
pluris deberian ser ciudadanos reales politicos amanados tener fuero,1
german martinez ciudadano jajajajaajaa,1
surge ciudadania wow,1
ciudadanos comulgan principios panistas,1
pueden controlar acciones cada ciudadano pais,1
momento presidenta,1
pues ves noticias vota pan naranja mc,1
maynez estudio,1
iconico momento internet cosas,4
comprar articulos co autorias hace buen cientifico tortillas hacer papers momento si politica,3
maynez maynez maynez maynez presidente,4
maynez solo sigueb cancion,2
nadie topa maynes anuncio youtube,2
pocos valen mas millones conformamos movimiento regeneracion nacional,4
pa apunte maynez,3
creo ningun momento quise decir detalle,2
jorge alvarez maynez va partido movimiento ciudadano importante mexicanos solo enfocarnos prian morena tambien ver,4
plurinominal q postulo mc,3
solo movimiento ciudadano fosfo dieron permiso,2
maynez nuevo mexico,3
si movimiento naranja,3
maynez maynez maynez presidente,4
maynes maynes,2
mjr maynez maynez presidente,3
efecto lastima gracias gentrificacion inversion extranjera nearshoring ayuda ciudadanos,4
personas situacion pobreza estan disminuyendo mexico ciudadanos saliendo adelante inversion extranjera,4
mexico mejor momento vente trabajar aca,4
maynez mal convence si pais mal,2
votar maynez suena bien sabemos si va salir bien podria salir peor,2
vota maynez padre santo,3
dije solucion saber morena solucion nada prian tampoco movimiento ciudadano menos tan mal solo buscamos menos peor,2
sinceramente ayuden adultos mayores bien sabemos xochitl haria bien dijo fox dudo haga movimiento naranja,3
miedo gente estupida piense opcion viable pais momento morena,2
miedo persona voten maynes solo meme pena,2
ay si horror menos voten movimiento ciudadano,2
jajajja miedo el futuro pais los jovenes vayan votar maynes solo cancion pq les cae bien,2
miedo q vayan prian movimiento ciudadano,2
miedo van maynez ask,2
solo afirmas dolar perdio valor peor momento peso sexenio pena nieto si podria comprar kg,2
dolar aprecia especulacion inversionistas solo explicar actividad economica cualquier momento vuelve llegar,3
mintio cifras percepcion seguridad tema pandemia cierto uso conejo indias ciudadanos usando ivermectina medicamento parasitos,2
dejo usaran ciudadanos covid fundamento cientifico sirviera si sabes microbiologia farmacologia clasificaciones bacterias virus parasito hongos,2
jajajaj creeme dinero bastante verdad momento insulte simplemente aunque dieran dinero cambiaria bien si afecta demas,3
mejor opcion pri pan saben movimiento naranja narco mas raras movimiento tan solo vean alfaro tantos millones robo covid lemus socio,2
si checas puro escasos recurso ninguno dijo mc,2
movimiento ciudadano si vamos morena crezca pagaras dan ahora,2
entonces regresar robadera prian juventud vota prian viejos puro morena movimiento ciudadano,2
movimiento ciudadano,3
mejor maynes jaja gracioso hacen votar populismo,2
cobra beca si dejas estudiar w menos poli momento das baja dictaminas sacan programa sacas estudian cobran,2
debe haber conocido momento dictaminar darse baja quitaron beca luego luego reclama entrega hicieron mal uso beca,2
movimiento ciudadano,3
cosa saber propuestas trae maynez querer darle oportunidad partido politico diferente,2
broma visto puro nino quiere votar maynez solo pos canciones memes final argumentan q buenas propuestas,2
maynez maynez maynez presidente,3
pueblo pa miarda ciudadania pueblo pa ignorantes miardas narcos,1
voto claudia dependo ningun partido apoyo tarjeta algun momento tarjeta ayuda uso abue depositaban cada meses,3
votar maynez hacerlo mas decir,2
payaso sebe q sabe controla maynez,2
estan gdl ninguno dijo mc,2
si centramos gdl nadie votaria mc,2
momento intente coercion si quieres seguir good voto libre,3
caso ido mc fosfo fosfo asi,2
maynez supone menos experiencia mejor expreso expuso propuestas maynez esfuerza partido siendo nuevo maynez vequecumple loque dice,4
cierto maynez,3
maynez indefenso lobos rodearan comeran falta muchisimo cree varita magica va arreglar,2
concluyas maynez cae bien apesar ser mentirosa apoyes indica claramente pensando razonablemente,2
creo si populismo dirian movimiento ciudadano canciones chidas,3
gracias otra si investigo mejor maynez,3
jajakaakakkakakaajajja maynez,2
maynez jajajajajajajajajajaja,2
pues hace falta investigar poquito mas dejas guiar solo visto maynez cada quien voto secreto animo,2
populismo maynez,2
jaja si varias propuestas mainez estan requiere mas investigacion,3
quejas populismo igual solo conociste mainez cancion,2
wey dicen morena guadalaja movimiento ciudadano gobernador completo p ndejo ratero xd,1
ustedes maynez cancion pedorra,2
ciudadano partido,2
asi tarot videncia ver energias puede cambiar cualquier momento,2
oraaaa jajaja dejas decidido votos votaran maynez iran votar jajaja,2
maynes dejas tambien anulan votos,2
jajajajajajaja dices despues recibir bolillo la naranjada palanqueta,2
supo pedo maynes buscara ciertos delitos,2
estan saliendo cosas maynes eh si atina,2
morena sido momento salvo pais,2
morena sexenio inflacion nivel mundial momento paises presentan mismos niveles fin,2
ay si pobre clau casa bueno va maynez comodin morenito,2
aah razon ahora gallo maynez entendi,2
supervisa elije preguntas haran ciudadanos,2
ciudadano libre expresion,2
bueno si verdad verdad creo maynez asi,2
si tal maynez asi dejar claro hablo solo si si tal vez mala eleccion votar el tal q no,2
dicen reeleccion opino mismo pero amlo tambien viejito cansado momento descansar tranquilo casa,2
narco haciendo quiere asaltos trailers camiones carga estan peor cualquier momento historia,2
