,0
71,ay mijo lloras ardido lloro q voy pri partido dlv
72,peor pri pan
73,informate bien dicen q el presidente q ver gobierna estado tamaulipas pan deja q lleguen apoyos sabotear presidente sabemos
74,votaciones libres da si mejoras mas normal robadas tal vez tambien comparacion pri mueles aun tiempo irte pais primero informate
75,bueno q pri pan vendan empresas extranjero vdd
76,sano juicio vota xochitl maynez verdad ignorantes
77,fan botarga
78,quiero imaginar clase mente tan pequena pensar xochitl mejor opcion si recomiendo informes vez lee informate
79,deberias seguir consejo informarte odio xochitl
80,parecen mas ignorantes votantes xochitl increible corrupta ignorante ratota votantes
81,jajajajaja maestria votare xochitl muchas cosas menos ignorante
82,pues maynez xochitl buen voto castigo
83,xochitl compro maynez parece ser opcion tan mala
84,maynez indecisos quitarle todavia mas votos xochitl
85,voy votar nadie rey jajajaja solo dije mientras gane xochitl
86,exacto gane xochitl
87,propuesta pura boca pa ningun plan halla expresado ah hablado dde supone haria puras falsas promesas como siempre
88,xochitl presidenta
89,morenista favor ningun partido escuchar xochitl sorprende personas apoyan
90,jaja tantito peor xochilt administrar dinero campana pudo
91,buenas propuestas maynez igual pri disfrazado
92,aunque pesos menos roban xochitl acabo presupuesto intereses
93,uyyyy pri ase eso nmms
94,gente trabajo tenia trabajar quiero ver viejo dinero veas dificil pobre gente anos trabajo nego apoyos pri
95,verdad amiga crees votaron pri daba programa sociales
96,maynez va adar mas dinero es izquierda igual cs no quieres dinero vita xochitl
97,exacto supongo votaron xochitl quieren recuperar quitaron
98,cuales propuestas xochil cerrar refinerias
99,pues botarga trae bueno solo bulgaridad corrupcion estupides
100,pues adivina xochitl tambien prometio mantener pensiones
101,propuestas pri pan literalmente regalar dinero
102,pasa xochitl regalar dinero gente empresaria poblacion diversifica dicen buenos inversionistas
103,si xochitl tambien quiere seguir becas jajsj
104,seguro sabes ofrece xochitl solo haces dinero
105,solo votan estan igual mal pri pan sexenios pasados regalar dinero mueve economia aunque mayoria sabe
106,seguro regalaba dinero pri hablas asi ahorita regala dinero hablas mal
107,jajaj regalo pri
108,pues mejor xochitl si xochitl nadamas titere corruptos epn
109,cambio xochil hace cuanto metida politico estudios tiene sabe humanismo ambientalismo
110,se nadie sabe votan xochitl
111,votar xochitl gustaria saber propuestas soluciones solo odio personaje
112,supuesto voy xochitl galvez
113,siii xochitl presidenta
114,com xochilt peor corrupcion
115,pena tener pensamiento creerle xochitl realmente creer va cambiar mexico si sigue ideales fox
116,jaja empezar veo mananeras ser inteligente saber xochitl quiso quitar apoyos sociales escucho fox pension quiso quitar prianista
117,si vallanse lejos pueblo quieren ala botarga
118,ay vv mejor dona cochitl
119,claro recuerda votar julio dijo xochitl
120,hierbasanta soporto comentario tan soso de compatriotas ven senora mitomana xochitl solucion si puede campana imaginate frente nacion
121,pues xochitl galvez inpuso ningun partido millon firmas mexicanos avalan cuslicion yenar requisito unque asi prian mas corruptos estan mo
122,argumento apoyar xochitl
123,votaras cochitl
124,pues verdad querer ninguno peor mundo haber opcion tendra ser xochitl
125,cada libre votar criminal mas guste caso xochitl
126,nmms literal hermana comete actos privacion libertad es pri dejado pais sabes cambia discurso cada minutos y asi hace menos peor
127,roneco xochitl vallan
128,aunque xochitl mas fregada verdad
129,santa fe mexico jajaja solo cuantos van botar xochitl
130,afirma idiotas van xochitl galvez
131,pues clase alta si existe dejan ver verdad xochilt chiste vas negar
132,piensan polanco santa fe lomas sacaran adelante xochilt suficientes aspiracioninistas ricos pais
133,pues si ganaria xochil precidencia ganan zonas elite si pais mas pueblo zona elite
134,sion quevhacian gobiernos anteriores por mejor plan
135,votacion favor xochitl llegue conclusion alguna razon personas mas dinero votan
136,obvio santa fe votaran botarga privilegios estaran regreso
137,ay cosita piensa ahi votaran xochitl jaja
138,van votar xochilt preocupa intereses
139,caso personas santa fe estaran mas idiotas votaran xochitl seria estadistica
140,que cualquier manera fifis botarga perdera van llevar calle
141,confirmo contigo acostumbrandonos hagan mas pobres mas somos xochitl buena opcion
142,cualquier lugar fifi conservador resultado seria favor xochitl voto duro
143,gano xochil
144,dicen xochitl va ganar
145,jajaja xochilt siempre poquitos ignorantes venden patrias
146,xochitl van julio
147,xochitl presidenta
148,tampoco maynez o xochitl misma principio iba quitar pensiones becas ahora dice
149,plan quitar jueces angustiados corruptos
150,q xochitl votos
151,realidad medios tradicionales ayudan xochitl
152,si vdd hagan mitin xochitl
153,redes bots gana xoxhitl bien alucines
154,si quiera asi xochitl hizo propia encuesta instagram personal aun ahi perdio
155,bueno x va ganar xochitl
156,unica justificacion administraciones pasadas culpa mala planeacion ahora pregunto yo justifica xochitl casa roja miguel hidalgo
157,vamos xochitl galvez
158,si van llorar cochitl ganar creo
159,segun vida resulta siendo presidenta contemplado planes va ganar pobre xochitl galvez
160,planes vida aun presenta plan gobernaria claro quedara solamente planes
161,nomas metros casa mientras vivo metros xochitl galvez
162,xochitl galvez modestia aparte va mantenerte pueblo menos votare ty
163,q andan poniendo fox xochil
164,plan cartel
165,xochitl galvez televisa digital el compa canalred tv
166,seguro gente lleva xochitl gente verdad apoya puro malinchismo ojala quede vitacilina van ocupar
167,primero ensenate escribir bueno puede esperar alguien quiere apoya xochitl
168,vamos xochitl galvez
169,vamos xochil
170,jajajaja conoces representan mexico tambien votaran xochitl
171,apoco pan van mejorar jajaja
172,voy votar xochitl hidalgo mx
173,vamos xochil
174,coalicion pan pri prd unio votos entonces ganaron algo hoy coalicion desencanto votantes militantes
175,xochitl presidenta
176,sano juicio votara xochitl galvez
177,xochitl galvez
178,xochitl galvez elige libremente quiere ir mujer mas humana asumido poder dijo siga corrupcion
179,jaja fresnillo obvio pruebas dime solo ven mismos viejitos pri mineros
180,xochitl presidenta
181,xochilt presidenta
182,voto x xochitl
183,trillon xochitl galvez
184,con xochitl
185,xochilt presidente dios proteja
186,vamos guanajuato falles recibir xochitl galvez new york
187,ponen mapa azul si pan tantos votos
188,pobre xochitl
189,percances viven culpa pri dices
190,xochitl presidenta
191,x guanajuato cochitl
192,arriba xochitl
193,aqui jalisco pan pri muerto morena querida mc va ganar mas seguro
194,viva xochitl galvez futura presidenta mexico mejor
195,vamos xochilt chiapas peor zacatecas voto ahora va
196,comenzo campana xochitl estan millones gentes zocalo marchando apoyaban
197,vamos ganar xochitl
198,trillon xochitl galvez
199,xochilt presidente
200,xochitl galvez presidenta
201,xochitl presidente mexico
202,xx galvez dios
203,animo xochitl contigo
204,candidata vende patrias alias botarga xochitl galvez
205,botarga circo xochitl galvez menos preparada penanieto
206,xochitl presidenta mxsin miedo
207,xochitl presidente
208,corrupta xochil galvez
209,perdida botarga
210,xochitl g presidente
211,xochitl indicada
212,jajaja checa lee dejes llevar dicen gobierno xochitl experta negocios chuecos corrupcion
213,xochilt tambien hizo
214,xochitl presidenta va querer llevar teleprompter onu
215,voto xochitl
216,xochitl xochitl
217,xochitl presidenta
218,xochitl presidenta
219,mainez mejor perfil propuestas tocaba ebrard robaron xochitl deberia declinar favor si quiere realmente salvarnos titere baum
220,arriba xochitl
221,xochitl presidenta
222,vamos xochitl
223,vamos xochilt
224,xochitl love
225,presume one must possess mastery english language derive amusement linguistic foibles others plan x
226,denuncia pasale pruebas botarga
227,xochitl galvez
228,mochitl galvez
229,xochitl g presidente
230,xochitl va perder
231,xochilt va mexico dios
232,xochitl presidenta presidenta
233,vamos plan c
234,arriba xochitl
235,xochitl g presidente
236,van dar pan cafe funeral
237,che ridiculo sabes manada plan
238,sigue siendo mejor intento mujer empatica xochitl revuelo causado
239,pan aliado pri elecciones cierto
240,si solo crees pri pan etc culpa parte problema
241,forma mueve pri forma hacer elecciones
242,seguro expertos pan pri
243,nadie conocia xochitl dio conocer pura polemica mainez tiempo remontar trae buenas propuestas
244,prefiero maynez xocil
245,jajaja wey cbron solo dejaba llevar mmdas religiosas xochitl agarraba grenas
246,mercado logicamente bien xochitl
247,xochitl va volver mexico pueblo marron
248,deecho pan pri tener miedo xochitl quedara er lugar jaja
249,xochitl muestra poder azules
250,xochitl galvez
251,pierdo intriga oir ver q dice xochilt q sale ocurrencias
252,saben dejan ultimo xochitl piense respuestas
253,vamos todo xochitl galvez
254,maynez solo pusieron nomas aun asi levanta jajajaja propuestas nd simplemente xochilt cierto jajaja
255,vamos xochitl
256,candidatura xochitl galvez insulto inteligencia sano juicio votara ella
257,xochitl galvez xochitl galvez xochitl galvez xochitl galvez xochitl galvez xochitl galvez xochitl galvez xochitl galvez
258,va cambiar plan
259,vamos xochitl
260,plan comunismo
261,xochitl presidente
262,jajajaja ke pena ke ke mentir convencer gente ustedes creen vamos x xochitl millon
263,pura realidad encuestas tratan ayudar xochitl
264,bueno xochitl va perdiendo
265,puras encuestadoras gobierno vieron nueva encuesta xochitl va arriba van decir nunca
266,botarga ultimo
267,botarga va er lugat jajaja
268,voto secreto voy x presidente xochilt digas nadie enojan despeje vamos mexico
269,votar debemos votar mas millones electores entendiendo menos millones estaran ocupados dia plan
270,obvio xochitl galvez
271,botarga titere alito moreno fox calderon marko cortes
272,mas titere botarga
273,botarga trae dime propuesta diga
274,poggque dices si botagda manejada pogg prianistas mames
275,xochitl galvez
276,malito pongan atencion
277,botarga presidenta
278,tan valiente viste botarga jajaja
279,nel cochitl
280,vamos xochitl
281,uysii valiente botarga
282,vamos xochil
283,vamos xochitl proxima presidenta senora holanda cagando aqui holanda cagando aya arriba gelatinas
284,plan c corrupcion
285,cero partido acion nacional plan plan c plan c
286,encuesta ella urge plan c
287,ay mames ciro encuesta trabajador botarga lenguarda increible q encuesta pueda ganar
288,voto familia xochilt
289,triunfe xochitl julio deberas votar
290,creoooooo chgsmd botarga ridicula chgsmd priandejos
291,pri pan turno poder
292,confio honestidad xochitl hermana secuestradora
293,xochitl ganara
294,chingadera mejor perro pinche botarga
295,chingadera mejor perro pinche botarga
296,viva xochitl
297,contestan contestar dijo xochilt
298,asi aparte xochitl hecho ensima pemex atijuana aparte
299,solo endejos votaran xochitl
300,xochitl galvez
301,imaginate si reforma cuales seran numeros reales plan
302,sigan mentiras derecha plan
303,encuesta ella urge plan c
304,ay mames ciro encuesta trabajador botarga lenguarda increible q encuesta pueda ganar
305,xochitl galvez presidenta
306,plan c mismo cartel narcotraficantes
307,claro va k miedo xochitl galvez
308,plan carcel
309,viva xochitl galvez futura presidenta mexico mejor ay mas
310,equivocas xochilt
311,mascota si imaginas preguntas van hacer xochil pueda contestar hacerse graciosa risita
312,viva mexico libre vamos xochitl va
313,x anos vivimos gobierno pri pan bola corruptos ratas ros tiempos diganle hijos vivimos
314,mejores propuestas candidata xochitl galvez
315,plan maynez
316,mejores propuestas xochitl acciones parecer restan puntos
317,sheinnaun mas conviene maynez cae bien xochitl pues ahi xd
318,si xochitl galvez sabe hablar ingles
319,xochitl buenas propuestas obvio va intentar tantito cumplirlas
320,toda razon talvez mejor seria desaparecer pemex
321,lamentablemente mundo mexico preparado aun mundo aun mueve combustible fosiles quitarlos seria darse tiro pie practicamente galvez quiere
322,creo propuestas xochitl maynez encuentran mas interesantes
323,xochitl ejemplo darian mas dependencia
324,terriblemente mas sustento xochitl maynes palabras lleva viento
325,okay dar poder iberdrola companias extranjeras paso dejo bueno pais pos madre propuesta pan despues queje hagan caso
326,xochilt respuesta
327,mejores propuestas trae galvez jamas va ganar sigue xochitl
328,galvez sigue xochitl
329,propuestas xochitl cerrar toda produccion mexico comprarle extranjero ningun si aqui materia prima ocasionaria aumento brusco precios
330,prupuestas xochitl suicido economico si dale checada pasado alemania transicion energetica
331,deberias hablar xochilt dice pemex genera energia electrica
332,hermano xochitl propone cambiar pemex contaminacion tocan tema deudas deudas demas seguira parte desempleo
333,dinero perdido gran parte volviero activar refinerias sexenios pasados partidos parte xochitl dejaron perder activar refinerias
334,propuesta xochitl puede ser buena ambiente conciencia impacto tendria aquellas ciudades principal fuente empleo refineria
335,si xochitl maynez reforman pemex acabaria subsidio gasolina automatico generaria subida precios manera exagerada generaria inflacion
336,yaaaaaa muestren datos correctos vamos xochitl
337,amigo lamentablemente podria pensar datos estan inflando campana xochitl
338,jajaja votar xochilt risa
339,ver comentarios video das cuenta unica va xochitl
340,vamos xochitl
341,arriba xochilt
342,vamos xochitl
343,plan voto masivo viva mexico
344,puro xochilth galvez proxima presidenta mexico
345,cierto veremos junio vamos xochitl xochitl xochitl xochitl xochitl xochitl xochitl xochitl xochitl xochitl xochitl xochitl xochitl xochitl xochitl xochitl xochit
346,xochitl galvez proxima presidenta mexico
347,chiste maynez va tan abajo confundieron pusieron porcentaje cochitl
348,xochitl galvez
349,xochitl galvez ganara
350,manchas gargamel tambien va desir xochitl
351,temblamos risa ver alito suplicando maynes mas p tico visto
352,jajaja verdad duele xochitl va
353,paya xochitl tendra menos votos anaya
354,apoco si asi pareja encuesta dientes tapete foxochitl
355,tapete foxochitl
356,xochitl galvez mejor
357,hace anos podian ver pri pan ahora adoran q q risa estaas ratas
358,ahahahaha xochilt chiste
359,acuerdate salir votar xochil julio pidio
360,diciendo encuestadora pan da triunfo botarga galvez
361,mexico elige alguien q trabaja xochitl
362,exactamente razon xochitl derrotada jefes puesto plurinominal
363,mexico libre xochil
364,pues xochitl narcocandidata sigue cerrando brecha si dudas velo ojos aqui dejo link
365,jajajaja vida xochitl llegaria siquiera
366,vamos xochitl si acaso va asi encuesta vdd mucha diferencia
367,xochitl muchas gracias pena asi mejor
368,hace tiempo vi video diciendo xochilt primer lugar ahora va segundo entiende
369,mexico xochitl
370,nel paso inche botarga ridicula
371,mexico solo botargas
372,mexico porque aqui pais mexico vamos plan fuera prianratas
373,arriba xochilt seguidores arriba carro basura
374,xochitl secuestradora
375,mientas xochithl esquina
376,mamon mexico elije asesor botarga massive caller misma decia anaya ganaba puntos
377,xochitl presidenta
378,plan agan ilusiones chayoteros
379,mexico territorio xochitl yea
380,xochitl presidenta
381,xochitl presidenta
382,xochitl seguidores misma linea dientes asco
383,pobre endejos creen xochitl
384,seguidores xochitl profesionistas burritos
385,jajaja votaras sano juicio votara mumra vamos xochitl
386,plan c corrucion mas croquetas mascotas
387,vamos xochitl
388,vamos xochitl
389,claro si quiero julio votar xochil
390,xochitl presidente los buenos mas mexico despierta
391,xochitl presidenta
392,vota basura botarga
393,paso norona siempre mas alto
394,ok entonces xochitl
395,favor ile derecho decidir nacio pri gusto fue habla congruente remplazo si duda
396,queria samuel modos aqui unica viable xochitl
397,vez xochitl
398,simplemente piensa si quieres q eua espana esten decidiendo x futuros q xochitl venderles patria mismos prefiero ver viejitos felices
399,excelente dieron mas ganas votar xochitl
400,dios guarde xochitl galvez
401,si mc elecciones pasadas pan creeria proponiendo
402,cajas pizzas hacer cartones xochitlva
403,alito marko zambrano grandes ganadores derrota si pierden perpetuan poder partidos paso van senadores plurinominales
404,x esepcion alcaldia gobierna pan lia limon robaron moto siempre camaras policias tardaron mas hora ir lugar
405,prefiero den personas necesitadas quede xochilt pri pan
406,https www elfinanciero com mx bloomberg que es el deficit presupuestario y por que es peligroso que sea el mas alto desde
407,dicelo xochilt galvez jefe camapana desvio millones dif paises sigue dinero gelatinas
408,dile deficit fiscal hecho mas alto dos decadas presente presupuesto egresos federacion presente ano fiscal
409,propuestas xochitl mejores solo copera
410,exacto maynez viene pan
411,prometen nunca cumplen pri pan amlo
412,puede caer fanatismo solo mas facil juzgar xochitl pues mostrado innovador difiere resto candidatos pan pri
413,peor xochitl momentos sabemos
414,sabemos si bien mal historial pri pan sabemos estan dlv morena dlv pri mc buenas propuestas esque cumpla
415,jajaja vas xochil verdad
416,jajajaj pan narcos pri roba dinero jajajaj
417,visto demas gobiernos pan comprada gente mayor apoyos jovenes unico apoyo becas
418,miedo ir xochitl falta
419,miedo gane xochitl
420,xochitl el dijo manera hablar hablar payasadas senora nadamas abre boca hace ridiculo
421,ahora votar menos peor xochitl ayuda
422,mas miedo xochitl
423,miedo dice xochitl expresa jajajajajaja
424,pues menos peor asta maynez menos xochitl
425,da mas miedo viendo pasado pri sigan ahi bola pendejos
426,entonces xochitl onda jajaja
427,miedo saber pesar tantos memes xochitl gente piensa bien ser presidenta
428,val entonces votamos xochil mega bruta naca
429,mas miedo q van pri
430,da mas miedo va votar xochil expresa
431,si reyna si ponte leer investigar historia politica pais pri goberno anos
432,mija xochitl pan partido q sexenios anteriores trabajo directamente narco
433,miedo voten xochitl
434,miedo piensan xochitl estariamos mejor
435,prro miedo van votar botarga pesar todas estu pideces dice
436,miedo xhochitl
437,miedo mas da manos xochitl
438,mejor xochil
439,miedo da xochil
440,miedo da fifis pri dedicado toda vida vivir dinero pueblo pan pri quieren gane morena da roban
441,da mas miedo xochil coalicion diablo trae
442,tenle miedo dijo galvez
443,miedo alguien vote xochil maynez xd
444,miedo voten botarga circo
445,mas miedo pensar alguien piensa votar xochitl
446,miedo votar pri
447,misma mmda todos mas xochitl
448,mas miedo vayan xochitl
449,entocnes xochitl quieres pena nieto
450,ay siiii jajaj voy votar pri revivan muertos
451,miedo dijo pri pareciera memoria interesa historia
452,pues menos pri
453,caso dices si pri
454,quitas seguro pones nuevo sii secuestrado seguro trabajando pri pan toma tiempo significa vallan hacer
455,prefiero ser chairo incompetente creyente pri pan
456,subir salario minimo solo subirlo pesos hacia pri estariamos peor precios cielos salario suelos
457,nota estudias estudio derecho mayor parte culpa pri
458,farmacia ahi medicina tirar literalmente anos k goberno pri creo pura corrupcion octubre guerra co operativo rapido furioso
459,pri endeudo pais ahorita investiga veras mexico top mejores economias si siguimos asi estariamos top cosa pan nunca haria
460,mejor personas si estan preparadas xochitl maynes estan altura
461,problema pri pan deciamos mismo despierten hacian
462,mal xochilt peor lista conversacion
463,xochitl va cambiar dudo bastante mejor opcion maynez desgracia elecciones estan decididas
464,mmm siempre pri novedad mas pri va aumentar dolar aparte dijste peor
465,solo recuerda llevan anos gobernando cdmx pri
466,pena pri no bueno si quieres votar xochitl vender gelatinas dia bien
467,entonces xochitl regresar pasado
468,va ir peor pri entienden peores crisis sido mano pri
469,anos gobierno morena q despierten anos q pan pri despertaron
470,jaja noooo mismisimo taboada pan dijo
471,mejor ponte estudiar pais pri presidencia mexico
472,asi podria seguir seguir cosas hizo bien estan contaditas si quedaria aliento seguir diciendo ineptitud destruccion retroceso mx gobierno
473,jajaja viste gastos supera muchisimo mas campana xochitl muestrame video pues
474,pues gracias ah echo muchisimos paises apoyan mexico luego entramos pandemia pesar segundo mundo cuantos anos puedo pri
475,sal calle noticias verdaderas sepas realidad ciudad gobierna pri bien endeudado desvian apoyos
476,tan facil decir estamos mejor mostrando datos enganando gente asi aprobacion ley pensiones bienestar facil decir pan voto contra
477,dijo menciono voto contra diputados pan hicieron referencia art constitucion
478,pan advirtio quizo escuchar si atacar aparte regala dinero extranjeros sopresa invento mentira venezolanos cuba
479,jajaja datos falsos saca pan investigales quieras reyna vas ver aumentado economia mexicana
480,jajaja ensename contratos pues veridicos hago toda familia vote botarga
481,imagino chingar gracias pan ser asi pasa contigo apoyas chingado toda vida
482,no va cubrir dar mientras pan advirtio habia analisis poder sustentar apoyos largo plazo valio parece entiendes
483,adultos mayores reconozco si necesitan unos secu prepa debe ser promedio alto escaso recurso ahora dan esfuerzan
484,creeme varios presidentes alrededores pri mas casas mejores igual pruebas
485,mas checa caso homero cuidador monarca mato silviano mas integrantes pri dejaba talar aguacates
486,personas egoista conciencia otros ojala si quiten apoyos flojos xochitl genere empleos si esforzamos
487,votan xochilt pasa vean tonteras dice expresa gente humilde
488,mejor estubo idiotes pri
489,esta veo peor pan pri
490,mejor estaria pri
491,mija xochitl pan partido q sexenios pasados trabajo directamente narco
492,entonces prian mismos ratas siempre dice xochitl si patrimonio tontos deben ganar cosas asi quitaria ayudas ancianos universidad
493,despiertos siempre votaban pri anos siendo mismas ratas mas bien dormida siempre
494,dona jajaj ver pais actual verlo antes definitivamente volver opcion mas botana xochitl verguenza nacional
495,pais jodido goberno pri
496,siempre votado pan pri pasa despierten vean tenian pais
497,xochitl sabe hablar apoyan
498,mejor pri tan solo parte economia dolar aun bajara mas pri llego pri vendio muchas empresas mexicanas dio petroleo malo creo
499,quieres hagamos votar maynes xochitl gracias
500,pues mejor sexenios si si ves estabamos mejor pri pan creo debes despertar sueno
501,botan pri mas jaja
502,mms quieres voten botarga coherencia dice
503,menos pais endeudado pri
504,estan votando morena mejor gobernaba pan pri
505,mejor estabamos pri
506,quieres votemos pri pan para volver asus pesos salario minimo vamos morena
507,votan xochitl abran ojos apoyan mujer dice pura tonteria
508,trata avansamos quedamos senora sabe despierta date cuenta robo pri quieren regresar gracias
509,imajinas xochitl brozo gobierne va pasar broncando bailando xo talla precidenta si beatris paredes cosa
510,mejor tachar pri pan prd votar penanieto xochitl maynez
511,pues hablando pri trajo pura delincuencia pueblo llega antorcha
512,xochitl carga bandera asi va gobernar despierta
513,mame despierte usted dona tantos anos peor pri pan jamas votaria prian
514,si asi dejado corruptos ratas prian xochitl vaya carajo
515,pues menos pri
516,pena pri no bueno si quieres votar xochitl vender gelatinas dia bien
517,solo recuerda llevan anos gobernando cdmx pri
518,mmm siempre pri novedad mas pri va aumentar dolar aparte dijste peor
519,uste debe despertar dado cuenta xochitl galvez solo quiere dinero beneficio pueblo vaya mierda mientras da lujos
520,solo pri pan
521,mira dejo pri
522,pues pri tuvimos contrario siempre robando pais descaradamente
523,jajajja xochitl dice senores estan weyes tener patrimonio
524,huy si xochitl va mu bien
525,vogta pog xogchitl pueg
526,votan pri jente cerebro
527,pues vi usted si va votar pan preocupe
528,totalmente voy votar pan
529,uy comentario clasista seguro pan
530,chale hijo ya di cuenta votaran pri hace falta croquetas
531,vez entendi valor dinero aunque promedio alto deje pedir becas sufri dinero sabe si quita lugar si
532,pri pan gobernaron mas anos regalaron becas dices derecho pri pan votaron becas
533,mejor minimo den dinero pueblo quede ratas prian dice xochitl deben ganarse ganarse cosas quitaria ayudas ancianos universidad piensas
534,dicen xochitl bien
535,malito forma expresarse
536,mexico x xochitl
537,exacto tambien pipi pri pan prd
538,pues escucha mejor que x xochitl
539,pri p pen dejossss r ratasss ign orantes
540,hacen flojos becas morena estaban estudiaban esforzaban aparte implementaron pan pri
541,botan pri van ser iguales jaja
542,si nisiquiera sabes diferenciar buen gobierno aspectos mierdas pri llegaron
543,daria xotchil
544,xochitl presidenta
545,jajaja si toda ton t botarga si representado pues imaginamos estan ustedes
546,forma hablar xochilt ve
547,jajajajaja xochitl hablando
548,pogecito pagaron chochil galves
549,aun recuerdo dijo quieren llevarle educacion indigenas felices asi grande xochitl
550,jaja mamasita a preocupa estabilidad economica pais pz queres dolar llegue xochitl asi
551,vas votar pri mismos dieron agua destilada ninos cancer mismos quieres pregidengia
552,imaginaras comunican familia vea manera hablar xochitl buena
553,igual pendejo votaran xochil
554,gusto tartamudea xochitl
555,pienso xochitl dijo sector privado puede privatizar
556,mascar chicle va votar x xochilt
557,gustan comediantes dijo xochitl
558,miedo guste manera hablar xochitl
559,clasista seguramente pri pan prd ensenaron eso
560,comentarios van xochitl
561,mejor investiga tu xochitl hecho buenas propuestas pasa lleva trae solo hablando competencia final politica queremos escuchar propuestas chismes
562,vamos claudia porfas nunca votes vieja xochitl va ser rata pri tiempo poder unico hicieron robar
563,dijo voy votar xochitl prefiero anular voto votar incompetentes
564,vota xochilt dice preguntes muertos
565,xochitl dice apoyos sociales dadivas viejitos ahi ponerlos chingarle dice llevas educacion indigenas
566,xochitl parte cartel inmobiliario recibe contratos empresas cambio dar permisos mismas empresas plagio trabajo titulacion muchas cosas mas
567,tampoco pri
568,mas hacerse interesantes llevar contra preguntas historia pri pan idea
569,uy si pri estabamos mil veces mejor refineria millones pesos ah solo barda xd
570,acaso dije apoya pri y tal aeropuerto eta cayendo
571,jajaja dijo xochitl forma hablar expresarse
572,pri roben inseguro salir calle siiiii gracias vv
573,pan puedo evadir impuestos
574,entonces prian mismos ratas siempre dice xochitl puras tonterias si anos patrimonio tontos quiere quitar apoyos mayores becas uni
575,pri soy ladron mantenido
576,problema pan siempre subestiman clase obrera gente trabaja existe
577,pri me gusta mantener funcionarios
578,preguntale xochitl hidalgo dar prometio
579,dile xochitl pase receta para hacer gelatinas ser millonarios
580,gelatinas chochitl hizo millonaria solo vender gelatinas guacala botarga
581,solo deja manejar aunque mas cuerda cochitl maynez voto muchas reformas entonces traidor
582,dijo xochilt mal cabeza que
