,0
125,ver familia meta si respeta hablado politica becas puso amlo layda marcela claudia
126,digas mmdas si amlo cobarde pena nieto dejo icieran muro mexico unidos
127,mijo hablo personas morena amlo
128,morena afecto corruptos si circulo circula corrupcion comprendo posicion
129,presidente hizo pais layda marcela nadie morena solo presidente amlo
130,orale va mira echo pri compara si robaron mismo morena hizo mexico pais segundo mundo pura gente nomas sabe habla
131,hizo segun tu solo veo morena tratando sacar adelante menos nunca volteaban aver
132,pregunto luego dicen claudia
133,maestro derecho efectivamente mejor claudia pequeno nino pobre
134,jajaja ignorantes creen morena
135,mas ignorante seguir votando morena pesimo gobierno
136,ver angel bueno anos gracias morena
137,mismo pregunto defienden capa espada fosil claudia
138,pienso mismo puedo creer pueden votar morena perder democracia pais
139,claudia duda solo descerebrado vendepatrias podria votar botarga perdon chochi maines mejor hablamos financiado
140,mejor claudia sheimbau
141,mejor arma informacion votare morena
142,si encuesta haces ciudad mexico obviamente gana claudia
143,realidad creo ninguna propuesta ningun politico ninguno cumple simplemente quiero morena poder hagan cambio constitucion propiedad privada
144,piensas claudia mejor menos justifica comentario
145,coincido vera ignorante cuando si morena gana plantilla pais vuelva dictadura
146,verga dices das cuenta mayoria miembros morena ex priistas neta chile callate
147,dejen pelear sus becas van seguir yo voy maynez viene pri sincera razon voy claudia viene pri niega
148,claudia va llevar chingada
149,deberias abrir ojos darte cuenta claudia cinica miente dejes llevar dinero da
150,quiere claudia dinero esfuerzo
151,seria insulto carrera universitaria votar claudia sheimbaum
152,ntp titulo sigue esperando claudia siga dando dinero hacer
153,votan morena tal vez vemos meses dano mexico irreversible
154,maynez mejor callas claudia solo debo votar ser susesora amlo que
155,igual votan morena
156,voy claudia si xochitl
157,no claudia opcion
158,aparte mayoria senado mejor morena ahora si podra avanzar mas mayor influencia senado
159,lengua senas claudia
160,morena hacerce toda lavamis
161,charitope dante delgado super cuate amlo mainez chocolate funcion restar votos oposicion morena siga dense cuenta
162,mal si pensamos xochitl maynez aunque obvio claudia va ganar
163,aunque duela va ser amlo igualmente amlo mayoria va arrepentir
164,mayoria vives mayoria apoyamos muchas personas arrepintieron votar hoy estan super contentos amlo
165,aww apoco crees numeros reales inocente crees gobierno si cdmx nadie quiere morena apoco cdmx
166,final maynez va inclinar claudia entonces mejor xochitl
167,voy claudia sheibaum
168,maynez claudia gane xochitl
169,votar maynez tirar voto basura llegara si verdad crees comentaste entonces debes votar claudia
170,ya maynez claudia gane xochitl voy votar te llevas premio razonamiento mas inteligente dia felicidades reina
171,prefiero gane maynez claudia
172,si alguien video voto morena viendo comentario
173,espero veas propuestas claudia ojala quieras pagar casa toda vida tener propiedad
174,siquiera voy claudia
175,gracias opinion vota claudia
176,segun politicas morena puede obtener propiedad cuales argumentos
177,calidad poner satelite mexico esp dijo amlo imposible jajaj
178,ah bueno mas vale andrea ntc
179,tendre cuenta vota claudia
180,claudia horribles solo mismo va seguirle corriente amblo
181,tambien lamentablemente vivimos pais idolatran amlo claudia viene morena ganando mas probable gane
182,realidad mas abajo encuestas claudia va primera encuestas obvio va ganar
183,jajaja ok solo quiero ver comos sigue ganando claudia gracias
184,pues realidad dio tan malas propuestas debate concreto coherencia siento seria buena opcion despues claudia
185,vas quedar ganas va ganar claudia vv
186,va ganar solo dividir votan xochitl pq exactamente mismo morena
187,sabemos va ganar claudia
188,si va ganar casa pura amlo rifa califas
189,primero regresate primaria aprendas escribir entiendo vas votar morena
190,exacto pregunto alumnos solo responden votaran claudia dinerito da
191,amlo dijo gente ignorante morena
192,mayoria vota solo candidatas ilusion tener gobernadora mujer bueno mejor morena maynez
193,xd maynez hora error tres estan pal perro conviene mas claudia viene mano amlo echo nd mal
194,claudia buena sinceramente convencen mas propuestas maynez aunque probablemente si gane claudia
195,pues si personas si mueven dinero aprenden dinero algun interes propio votare claudia seguir beca uni
196,jamas dieron privilegios beca nada solo peso recibido definitivamente muchas cosas cuales votar morena
197,callate claudia presidente soporte
198,exacto ofrecieron votar claudia voy maynez
199,tal cual videos preguntan dicen es buena favorita amlo ama partido propuestas solo borregos van
200,morena impuestos circulan ciudadania otros circula corrupcion
201,minimo morena cumple pri pone mil propuestas cumple
202,pa si nomas votan claudia dan dinero hacer
203,definitivamente votan claudiaaa
204,solo cuestion tiempo decidido mexico tendra primer presidenta mexico claudia sheinbaum la mejor
205,ambiental pudo consejar amlo derribar arboles hacer tren maya
206,claudia preparada evadir preguntas responsabilidades
207,espera ultimo debate seguridad verdad ahi si dificil claudia xd
208,faltaria espacio comentario pero miles cuentas informacion claudia numeros hablan si solos
209,xochitl mejor opcion tampoco claudia menos idiota verdad podria decir metido presidencia marcelo mas conocimiento
210,verdad si mejor opcion q menos peor ahorita ps claudia
211,cuanto preparacion universitaria siento maynez esta conozcan haber iniciado campana dentro tiempos establecidos cosas claudia
212,dejate mamadas informate deslumbran pena morena
213,innecesario demasiados videos dos malas personas corruptas claudia
214,puros comentarios pues claudia nomas no mejor xochitl jaja buen argumento votar personas investigado mainez solo
215,claudia salud fortalecer miss creacion consultorios marginados xochitl crear tarjetas salud combatir desabasto medicamentos crear sistema salud integral naymes crear
216,claudia seria mejor presidente comparacion xochitl
217,hacen marchas amlo preguntan saben responder
218,queremos mataninos sheinbaum
219,ah ustedes mantenidos pueblo quieren votar morena sigan llegando chequesitos mantenidos bien dijo claudia primero pobres pues claro
220,ver amigo ves fracaso gobierno morena
221,ay bro si pusieramos investigar corrupcion delincuencia calderon fox pena amlo santo gusto podemos debatir
222,voto libre claudia
223,aqui morena
224,si pension da amlo jajajaja
225,pues vete claudia sheinbaum jajaja
226,si queda morena va llevar
227,vaya plutonio votar mexico morena
228,jahajaja millones mexicanos votamos amlo si estabamos mal ahora peor asi meregreso prian asi voy xochitl pasa nado medare gust
229,claudia god
230,pues verdad querer ninguno peor mundo haber opcion tendra ser claudia
231,cada libre votar criminal mas guste caso claudia
232,peor tiritera amlo
233,importa dare voto narco morena narcocandidata
234,creo viejon clase alta vota morena tec escuela costosa veras
235,jajaja hecho si intereses economicos ahi abogan sheinbaum
236,videos pueblo personas clase baja votan claudia alta xochitl basaran elecciones clase baja vs alta
237,jajaja creo refieres tuyos yo vivo santa fe broma voto morena
238,efecto slim ricos pobres detalle pri ganaban ricos pobres dejaba trabajar importa condiciones medios morena puro apoyo ricos
239,vida vivo fraccionamiento clase ahorita platicamos juntas nadie quiere morena pais funcione solo trata ayudas
240,sta fe obvio claudia
241,aunque votaran ricos xochitl mas zonas populares votaran claudia mas incluso fifis votaran claudia
242,amo politica nadie acuerdo ganara siempre mas corrupto
243,seria sheinbaun maynez
244,morena marena
245,lado ulises gana claudia
246,claro ganara claudia
247,vivo santa fe si pones cartel mario pani dicen participar claudia
248,gana vez claudia
249,comentario tonto si basas economia personas ganara morena mas personas clase baja pobre
250,santa fe pesar zona privilegiada mayoria claudia
251,seria interesante decir verdad sona logico ganaria xochitl quieren morena santafe pueblo
252,amo respuesta creo ningun partido pruebas reales quiere ver pais corrupcion nepotismo presi discutire aceptaran
253,seria mismo con infraestructura dejado amlo nivel mundial conocimientos sheibaun muchos empresarios pueden obtener mejores beneficios necesidad corrupcion exto
254,igual gana claudia en santa fe tambien pocos arrastrados ante fifis como comprenderas perdio botarga
255,mas bien quieres ser mantenidos morena no si trabajo voto ninguna mujer
256,da pena ver cambio morena barrio popular mismo siempre misma puerca revolcada
257,manuel alejandro col siempre adinerado reluciendo vamos fresas ver piensan das cuenta centro punto reunio
258,lados claudia arrasa informese bien dios pe peor siego quier ves
259,ay puro fifi llora dinero pudieron robar gracias morena
260,adivina que gente clase alta poblacion alcanza siquiera restarle puntos claudia caso voten xochitl
261,cdmx ganaria seria diferente gobierna morena
262,santa fe vive puro empresario q nunca votaria morena recuerdo extremadamente minoria si preguntas cuajimalpa ganara
263,obvio apoyarian inepta xochitl ricos conviene sigan quitando privilegios hizo amlo
264,jajajajajajajajaja gente mas sentirte clase social votan menos morena jajaja tranqui claudia presidente
265,darle seguimiento otra oportunidad morena apenas lleva sexenio dejemos ver siguen avanzando perfectos quiza seal honestos amlo hizo buen trabajo
266,pablo rivera segun experiencia paises regalando dinero ultimo ano claudia va devaluar peso mexicano estadisticas paises checa informacion
267,desafortunadamente votar desperdiciar voto apoyo sacar morena voto ser xochitl
268,arraso claudia asi junio
269,deberia ganar claudia
270,van llorar voto claudia
271,creo padres abuelos deben dejar pensar presente pensar futuro descendientes maynez buenas propuestas seria iconico lograra repuntar
272,madres hacen nacion contrario arruinan maynez solo eligieron samuel garcia pudo ser candidato
273,si caso votaria claudia pues toca votar buen futuro camino pais
274,sabes pena nieto propuso propuso igual maynes proponga signific va seguir proponga claudia sabemos va seguir mismo camino amlo
275,claro seguira mismo camino amlo carreteras aun mas inseguras apoyos personas necesitan embargo tienen mas
276,no jovenes pndjos ae dejan llevar memes si investigamos sabemos claudia mejor opcion
277,jajaja darse cuenta morena manipula mainez restar votos xochitl jajaja presumen saber mas mas ignorantes manipulables
278,kristell villalobos creo padres abuelos deben dejar pensar presente pensar futuro descendientes maynez buenas propuestas seria iconico lograra
279,pues tampoco hicieron es mas mismo claudia sale apoyos economicos universales por darle beca ninos si echan ganas escuela
280,si dimos oportunidad morena final resulto ser buena opcion darle ahora tambien oportunidad candidato joven
281,sumando marioneta samuel garcia gobernador nuevo leon aparte hacer escasez agua estado movio dedo desaparicion debanhi
282,sheinbaum lleva sabe cuantos meses haciendo campana apuesto si gana cumplira promete amlo cargo cdmx dejando
283,mismo pasa claudia xochitl cualquier candidato mientras estan campana hablan bonito darle oportunidad alguien joven ideas nuevas
284,maynez xochitl solo veo meme mejorcita menos peor hace claudia cada quien
285,claudia menos peor se dedica evadir preguntas contesta q quiere tambien sale nosotros datos solo titere amloaparte respetar tiempos electora
286,xochitl nunca contesta nd hagan todavia maynez claudia estan mejor xochiitl
287,pues tampoco vi xochil respetara asi empezo claudia tambien xochitl solo dedica contestar hacer tiktoks ser meme nunca contesta ver debates
288,jajaja si morena unico echo gente darles dinero
289,diferencia morena quita si trabajan
290,tiempo morena
291,bien chico dinamica esclaudia esclaudia esclaudia
292,realmente si conocimiento economia sociopolitica daras cuenta mejor opcion claudia despues maynez jamas tomar cuenta xochi solo falta ver debates ver quien
293,desarrollara mejor propuestas ver defienden posturas esta bueno debate efecto queda maynez claudia
294,holis realmente si conocimiento economia sociopolitica daras cuenta mejor opcion claudia despues maynez jamas tomar cuenta xochi solo falta ver debates ver
295,jalisco estamos claudia sheinbaum
296,si vamos claudia
297,pues gran mayoria encuestas gana claudia voto si va ganar claudia
298,si bobo pierdo tiempo informandome analizando voto si va ganar claudia demas cargos si voy votar
299,si quieres claudia vota mc undir mas prian
300,querer si ver realidad va ganar claudia si xochitl enterrada mc peor
301,casi nota quieres desanimar gente vote gane shienbaum
302,pues favor claudia pues encuestas dicen va ganar si encuestas marcaran empate ahi si votaria si importaria voto
303,creo pase fraude bartlett claudia va ganando encuestas empatadas asi voy anular voto
304,tal vez si voto oposicion mc sirve voto pues claudia segun millones personas van votar entonces sirve voto
305,pues si faltan verdaderos votos ranchos comunidades miles personas orgullosa sierra gorda vamos claudia
306,pues votaron ninos menores edad criterio influenciados padres asi dime
307,si cdmx obvio va ganar diosa claudia
308,video ejemplo pasando eleccion fuerza jovenes personas poder dinero grupos interes si pais llamas decisiones elecciones hicieron nosotros vamos construir mejor mexico historia vamos chicos salgamos votar maynez dejen influenciar morena
309,pura gente sabia vamos voto masivo claudia presidenta
310,abrieron apoyos puedes buscar pagina gobierno emprender madres solteras tambien pais endeudo pandemia mundial
311,lados gana morena solo meta palacio hierro quiza ahi xochil valla bungalos quiza ahi gane xochitl hablamos clase alta la minoria pais
312,trabajo call center hace medio hicimos encuestas numeros azar resultado mismo claudia arrasaba xochitl
313,veracruz hizo mismo votaban claudia
314,varia cada cludad cada claro caludia furte mero corazon cdmx checar partes republica
315,encuestas buena estructura tmb publicadas gana claudia creeme q encuestas gran logistica x detras comunicologo estudie
316,obvio llama tendencia claudia presidenta
317,ahh pues no si claudia gana xochitl pierde asi funcionan elecciones
318,realidad personas mayores madres solteras poder trabajar personas discapacidad permanente el peso tan depreciado tengamos refinerias propias etc mas cosas eso real
319,pues quejate asi estupid claudia
320,roma construyo u dia sexenio requirio decenios anos cosa morena alos logrado mas
321,nadie va votar maynes va terminar ganando claudia chilles
322,supuesto claudia sheinbaum voto
323,x claudia mejor
324,mira sexenio morena sido sexenio mas violento mexico diga precio gasolina gentrificacion inseguridad gobierno ignorando
325,morena v rg jodido
326,si claudia gelatinas compro casa millones pesos clase media segun candidato casi nadie conoce
327,justifica claudia cayo metro
328,jajajaja vives mexico verdad amlo
329,en la cd mexico q va perdiendo morena
330,claudia varios pri equipo
331,bro solo sopas todas estan v claudia menos jodida sopas
332,morena abrazos balazos subio monton feminicidio inseguridad pais
333,claudia pri peor
334,vida ganara titere maynez vota claudia opcion
335,ora si mucha similitud claudia solo quieren lanzar satelite lmao
336,extrano samuel aun asi iba votar claudia
337,pinos dejaremos ningun viva ahi acabo amlo
338,claudia sheinbaum
339,claudia presidenta
340,encuentro dise vamos claudia
341,osea alegra vivir alo grande de vivir mansion
342,claudia morena
343,esperamos defraudes claudia ke jefa gobierno ke ayga mas corrupcion nonos defraudes
344,acabo corrupcion amlo
345,arriba morena
346,morena morena morena
347,claudia sheinbaum pardo futura presidenta
348,si tomaste cuenta infraestructura linea bajo gobierno pena ver claudia
349,morena narco presidente amlo
350,claudia ganara
351,josep yoporlas horas voto pan ignacio mier morena apoyo susana prieto
352,wey morena perdio mitad cdmx dudo ganen cdmx dejaron desastre
353,si comparas efecto tenia morena hoy refleja mucho
354,vamos claudia millones
355,jajajajajja creo vamos claudia
356,ven zacatecas veras aqui vivimos miedo nadie va votar morena
357,pues mas menos gente muere dias morena
358,tabasco queremos morena
359,numeros mienten morena va cdmx
360,viva claudia sheinbaum
361,vamos claudia
362,vamos claudia sheibaum
363,definitivamente claudia sheinbaum presidenta
364,hahaha vivo ciudad mexico creme quieren claudia
365,junio arrasa morena claudia presidenta
366,chihuahua morena
367,venga claudia
368,relevante votaron menos solamente morena
369,voto claudia
370,echo hace tres anos morena perdio mitad cdmx
371,voy claudia
372,vamos claudia cuentas voto
373,arriba morena
374,claudia presidenta
375,claudia gallo
376,viva claudia
377,mejor morena parece cuba venezuela quieren
378,vamos claudia
379,azul mar morena em
380,pz claudia q pagar jajaja
381,bueno hija obliguen si dejan decidir van morena van seguir igual ahora miedo
382,obligados si morena gobierna zacatecas
383,peor tantito claudia menos empleados publicos morenistas estan obligados ir
384,si crees claudia corrupcion va ganar pues digo
385,amlo pedia voto resolver desgracia ajena ayotzinapa
386,si ahi poca gente pocos obligados puede convocar masas claudia
387,isra martinez lo siento botarga gelatinosa vamos claudia sheinbaum vio hoy gran cantidad gente
388,haga lucha claudia baya vaya pies dios
389,claudia presidente
390,claudia sheinbaum presidenta
391,claudia presidenta
392,claudia presidente
393,zacatecas si quieren cambio ustedes bien piensen ustedes morena vivan
394,claudia presidenta
395,vamos claudia
396,voto claudia
397,claudia sheinbaum
398,estrategia hechada maynez apoyando morena obvio mismo si puedes ver fondo
399,aqui jalisco candidatos morena desconocidos pesima campana mc haciendo mejor campana van ganar parte morena cand corruptos
400,jajaajajaaja si jalisco sheinbaum preferencia mc perdido
401,morena prian mismo no bro
402,honestamente morena opcion jalisco
403,sea lemus mil veces mejor claudia expriista lambiscona covenenciera
404,morena cdmx
405,pv pt morena hagamos futuro van arrasar urnas jalisco
406,va lagos moreno presidente mc escondio desaparecieron chicos ahi mismo
407,buena actora contrataron salio dice dicho plan morena
408,oposicion siempre busca hacer fama gente verdad sufriendo hacen nunca haran viva presidente amlo
409,senora estrategica mayor inseguridad dejo prian anos morena anos gobernando ahi
410,claudia sheinbaum
411,claudia presidenta
412,claudia presidenta
413,claudia gana
414,claudia va ganar
415,narco dejan pri ybpan ahora quieren k amlo eduque si primeros corruptos ustedes
416,plan morena siempre
417,mas cantina viva t voto prian morena claudia
418,exactamente dinero gobernaron ustedes robaron dinero hay demostro lopez obrador
419,claudia claudia
420,claudia claudia
421,viva claudia sheinbaum
422,viejo xochitl opcion va salvar claudia sirve xochitl unica opcion salve
423,claudia robar
424,hablas claudia
425,si andale dijera kiko claudia sheinbau
426,mejores opciones serian claudia maynez xochil peor opcion mejor venda gelatinas haga mas millones
427,claudia maynez xochitl
428,samuel aliado morena jamas votaria
429,woow millones claudia sheinbaum
430,vamos dr claudia
431,bro claudia miente es mejor maynes
432,claudia shembaun inicio
433,claudia proxima presidenta
434,morena bye bye photo
435,dra claudia persona inteligente preparada innovadora
436,territorio morena viva claudia
437,arriba claudia
438,claudia sheinbaum presidenta
439,claudia sheinbaum pardo gana
440,claudia claudiaaa
441,claudia sheinbaum
442,mejor claudia sheinbaum
443,presidencia claudia
444,arriba morena tambien claudia
445,voto claudia
446,vamos mexico morena presidente claudia sheinbaum pardo transformacion sigamos el proyecto nacion voto masivo morena morenaaa
447,voy votar tranquilamente morena
448,claudia sheinbaum xochitl galvez compitiendo wey nadie conoce imaginan asi gane mujer
449,pobre moreno valle siempre recordaremos
450,ojala carguen morena
451,pq morena perdio la mitad cdmx pues si gente morena
452,priistas estan morena incluso lopez basicamente seguimos mismo juego nuevos colores diferentes discursos
453,si alumno harfuch sigue morena unico lado salieron pri ahora morena
454,si actualmente responsabilidad gobierno actual anade mayoria gano morena entonces seguridad predican
455,amlo gusta dinero narco mama narco
456,aqui respetar todos incluyendo morena
457,exacto oposicion juega sucio luego hecha culpa morena
458,region si mil pesos pagues cuota cartel tener puesto hamburguesas urge cambio amlo va chsm
459,si morena sabe aplicar bien jajaja
460,ahora replica morena
461,maynez apoya amlo hablas
462,va apoyar amlo si partidos aliados dice q disque vieja politica
463,jajaja buscalo wey varios videos si vienen queja ciertos gobernadores morena mismo dice amlo hecho cosas buenas mexico necesitaba cambio
464,si xochitl va perder igual cambio maynez puede tener mas popularidad nunca va ganar claudia aunque propuestas buenas
465,si maynes ama amlo jajaja
466,siempre inteligentes van primero honor claudia hoy
467,asi si gente vota sheinbaum saben comprender simple lectura
468,pues dudo alguien hace claudia xochitl hagan jajajajaja
469,morena pri unieron bajarlo contienda metieron reemplazo representar mc
470,quiso seguir monterrey tenia proyectos tesla marcas extranjeras morena pri bajaron
471,van decir amlo hizo sorteo modo corcholata
472,bots morena
473,maynez va arrasar obvio van votar claudia querido presidente eligio
474,plan claudia
475,asi orden claudia numero presidenta
476,asi claudia promesas siempre
477,si va claudia xochitl van ventar bien chidooo
478,claudia siempre siendo numero
479,hola claudia
480,claudia sheinbaum presidente vamos ganar
481,vamos claudia sheinbaum pardo proxima presidenta
482,morena claudia sheinbaum proxima presidenta mexico
483,jajaja crees pendejos votar morena nel si cerebro amigo
484,sabemos claudia sheinbaum proxima presidenta planc vuelvan prianistas
485,voto claudia
486,voto familia dra claudia
487,viva claudia
488,claudia presidenta
489,bamos claudia
490,dejen llevarse encuestas aqui ganara cuidado mexico vamos morena
491,vamos claudia
492,dios bendiga mexico amlo claudia
493,vamos claudia proxima presidenta
494,arriba claudia
495,claudia presidenta
496,viva claudia
497,jose galvez claudia sheinbaum proxima presidenta mexico voto masivo morena junio
498,vamos claudia
499,claudia pueblo morena
500,esooooo vamos claudia
501,sigue adelante claudia bendiciones
502,dra claudia presidenta mexico
503,claudia millon
504,definitivo claudia
505,claudia sheinbaum pardo proxima presidenta mexico pueblo pueblo primeramente dios asi millon ciento
506,claudia presidente sii
507,claudia claro k yesssss
508,vamos claudia
509,vamos morena pt verde
510,bajando claudia dijeron
511,bamos claudia
512,vamos claudia
513,debe morena arriba
514,vamos claudia
515,dra sheibaum
516,vamos claudia
517,digo mas ventaja claudia hablando bandeja plata maines
518,claudia presidenta
519,arriba morena recuerden pla vota alguno partidos coalicion morena pt pv mayoria
520,lopezbait obrador mejor presidente mundo claudia sheinbaum mejor jefa cdmx delfina gomez clara brugada unidos
521,duda vamos ganar claudia shembaun
522,vamos claudia vamos morena
523,total apoyo amlo t voto masivo morena proximas elecciones
524,claudia mexico
525,morena nunca baja barco
526,plan voto masivo morena aliados pt partido verde
527,claudia presidenta
528,vamos claudia sheinbaum
529,dra claudia sheinbaun mi proxima presidenta
530,morena dra claudia
531,pregunta ofende morena
532,mas reciente morena
533,plan cero voto morena
534,morena dra claudia sheinbaum planc
535,doctora claudia
536,claudia plan
537,full morena
538,plan claudia
539,viva morena viva th transformation
540,morena claudia presidenta
541,morena vamos arrazar
542,claudia presidente
543,morena claudiasheinbaupresidenta
544,obviamente x morena
545,claudia presidenta
546,asi ultimos mejores morena
547,claudia presidenta
548,supuesto morena claudia
549,morena claudia futura presidenta arriba morena
550,claudia recuadro verde asi tener mayoria morena camaras
